molecule,temperature,sim_liq_density,sim_vap_density,sim_Pvap,sim_Hvap,sim_surf_tens,sim_diff_coeff,sim_Tc,sim_Tc_unc,sim_rhoc,sim_rhoc_unc,reliability,ref_name,ff_name,paper_short_name
MeOH,449.86301,,51.72,,,,,477.26027,,225.86,,OK,Haughney et al.,H1,GSV
MeOH,441.09589,,43.1,,,,,477.26027,,225.86,,OK,Haughney et al.,H1,GSV
MeOH,430.13699,,34.48,,,,,477.26027,,225.86,,OK,Haughney et al.,H1,GSV
MeOH,420.27397,,25.86,,,,,477.26027,,225.86,,OK,Haughney et al.,H1,GSV
MeOH,411.50685,,22.41,,,,,477.26027,,225.86,,OK,Haughney et al.,H1,GSV
MeOH,401.64384,,17.24,,,,,477.26027,,225.86,,OK,Haughney et al.,H1,GSV
MeOH,390.68493,,13.79,,,,,477.26027,,225.86,,APPROX,Haughney et al.,H1,GSV
MeOH,380.82192,,10.34,,,,,477.26027,,225.86,,APPROX,Haughney et al.,H1,GSV
MeOH,370.9589,,6.9,,,,,477.26027,,225.86,,APPROX,Haughney et al.,H1,GSV
MeOH,361.09589,,5.17,,,,,477.26027,,225.86,,UNRELIABLE,Haughney et al.,H1,GSV
MeOH,351.23288,,5.17,,,,,477.26027,,225.86,,UNRELIABLE,Haughney et al.,H1,GSV
MeOH,340.27397,,3.45,,,,,477.26027,,225.86,,UNRELIABLE,Haughney et al.,H1,GSV
MeOH,330.41096,,1.72,,,,,477.26027,,225.86,,UNRELIABLE,Haughney et al.,H1,GSV
MeOH,320.54795,,1.72,,,,,477.26027,,225.86,,UNRELIABLE,Haughney et al.,H1,GSV
MeOH,310.68493,,1.72,,,,,477.26027,,225.86,,UNRELIABLE,Haughney et al.,H1,GSV
MeOH,300.82192,,1.72,,,,,477.26027,,225.86,,UNRELIABLE,Haughney et al.,H1,GSV
MeOH,289.86301,,1.72,,,,,477.26027,,225.86,,UNRELIABLE,Haughney et al.,H1,GSV
MeOH,280.0,,1.72,,,,,477.26027,,225.86,,UNRELIABLE,Haughney et al.,H1,GSV
MeOH,281.09589,806.9,,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,290.9589,796.55,,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,300.82192,787.93,,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,309.58904,775.86,,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,330.41096,755.17,,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,321.64384,767.24,,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,341.36986,744.83,,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,350.13699,734.48,,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,360.0,720.69,,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,370.9589,708.62,,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,379.72603,698.28,,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,390.68493,684.48,,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,400.54795,670.69,,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,410.41096,655.17,,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,420.27397,641.38,,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,431.23288,622.41,,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,441.09589,605.17,,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,469.58904,539.66,,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,460.82192,563.79,,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,450.9589,584.48,,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,469.58904,,56.9,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,459.72603,,44.83,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,449.86301,,37.93,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,440.0,,27.59,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,431.23288,,20.69,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,421.36986,,15.52,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,411.50685,,12.07,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,400.54795,,8.62,,,,,505.75342,,274.14,,OK,van Leeuwen & Smit,L1,GSV
MeOH,390.68493,,5.17,,,,,505.75342,,274.14,,APPROX,van Leeuwen & Smit,L1,GSV
MeOH,280.0,,1.72,,,,,505.75342,,274.14,,UNRELIABLE,van Leeuwen & Smit,L1,GSV
MeOH,289.86301,,1.72,,,,,505.75342,,274.14,,UNRELIABLE,van Leeuwen & Smit,L1,GSV
MeOH,299.72603,,1.72,,,,,505.75342,,274.14,,UNRELIABLE,van Leeuwen & Smit,L1,GSV
MeOH,310.68493,,1.72,,,,,505.75342,,274.14,,UNRELIABLE,van Leeuwen & Smit,L1,GSV
MeOH,320.54795,,1.72,,,,,505.75342,,274.14,,UNRELIABLE,van Leeuwen & Smit,L1,GSV
MeOH,330.41096,,1.72,,,,,505.75342,,274.14,,UNRELIABLE,van Leeuwen & Smit,L1,GSV
MeOH,340.27397,,1.72,,,,,505.75342,,274.14,,UNRELIABLE,van Leeuwen & Smit,L1,GSV
MeOH,350.13699,,1.72,,,,,505.75342,,274.14,,UNRELIABLE,van Leeuwen & Smit,L1,GSV
MeOH,360.0,,3.45,,,,,505.75342,,274.14,,UNRELIABLE,van Leeuwen & Smit,L1,GSV
MeOH,369.86301,,3.45,,,,,505.75342,,274.14,,UNRELIABLE,van Leeuwen & Smit,L1,GSV
MeOH,380.82192,,5.17,,,,,505.75342,,274.14,,UNRELIABLE,van Leeuwen & Smit,L1,GSV
MeOH,280.0,806.9,,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,289.86301,796.55,,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,311.78082,777.59,,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,320.54795,767.24,,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,330.41096,756.9,,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,340.27397,746.55,,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,351.23288,736.21,,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,361.09589,724.14,,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,370.9589,713.79,,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,380.82192,701.72,,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,390.68493,689.66,,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,401.64384,675.86,,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,411.50685,660.34,,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,421.36986,648.28,,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,431.23288,632.76,,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,440.0,615.52,,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,449.86301,600.0,,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,459.72603,575.86,,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,470.68493,553.45,,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,471.78082,,53.45,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,461.91781,,43.1,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,452.05479,,32.76,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,441.09589,,24.14,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,432.32877,,20.69,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,421.36986,,15.52,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,410.41096,,12.07,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,400.54795,,10.34,,,,,511.23288,,277.59,,OK,Guevara-Carrion et al.,L2,GSV
MeOH,390.68493,,6.9,,,,,511.23288,,277.59,,APPROX,Guevara-Carrion et al.,L2,GSV
MeOH,379.72603,,5.17,,,,,511.23288,,277.59,,UNRELIABLE,Guevara-Carrion et al.,L2,GSV
MeOH,369.86301,,5.17,,,,,511.23288,,277.59,,UNRELIABLE,Guevara-Carrion et al.,L2,GSV
MeOH,360.0,,3.45,,,,,511.23288,,277.59,,UNRELIABLE,Guevara-Carrion et al.,L2,GSV
MeOH,351.23288,,3.45,,,,,511.23288,,277.59,,UNRELIABLE,Guevara-Carrion et al.,L2,GSV
MeOH,341.36986,,1.72,,,,,511.23288,,277.59,,UNRELIABLE,Guevara-Carrion et al.,L2,GSV
MeOH,280.0,,1.72,,,,,511.23288,,277.59,,UNRELIABLE,Guevara-Carrion et al.,L2,GSV
MeOH,280.0,781.03,,,,,,490.41096,,268.97,,OK,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,289.86301,770.69,,,,,,490.41096,,268.97,,OK,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,299.72603,762.07,,,,,,490.41096,,268.97,,OK,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,310.68493,751.72,,,,,,490.41096,,268.97,,OK,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,320.54795,741.38,,,,,,490.41096,,268.97,,OK,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,330.41096,729.31,,,,,,490.41096,,268.97,,OK,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,340.27397,718.97,,,,,,490.41096,,268.97,,OK,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,350.13699,706.9,,,,,,490.41096,,268.97,,OK,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,360.0,694.83,,,,,,490.41096,,268.97,,OK,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,370.9589,682.76,,,,,,490.41096,,268.97,,OK,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,380.82192,670.69,,,,,,490.41096,,268.97,,OK,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,390.68493,655.17,,,,,,490.41096,,268.97,,OK,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,400.54795,641.38,,,,,,490.41096,,268.97,,OK,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,410.41096,625.86,,,,,,490.41096,,268.97,,OK,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,420.27397,606.9,,,,,,490.41096,,268.97,,OK,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,430.13699,589.66,,,,,,490.41096,,268.97,,OK,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,440.0,570.69,,,,,,490.41096,,268.97,,OK,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,450.9589,548.28,,,,,,490.41096,,268.97,,OK,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,460.82192,518.97,,,,,,490.41096,,268.97,,OK,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,460.82192,,62.07,,,,,490.41096,,268.97,,OK,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,450.9589,,46.55,,,,,490.41096,,268.97,,OK,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,441.09589,,37.93,,,,,490.41096,,268.97,,OK,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,431.23288,,29.31,,,,,490.41096,,268.97,,OK,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,421.36986,,22.41,,,,,490.41096,,268.97,,OK,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,410.41096,,17.24,,,,,490.41096,,268.97,,OK,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,400.54795,,12.07,,,,,490.41096,,268.97,,OK,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,391.78082,,8.62,,,,,490.41096,,268.97,,APPROX,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,381.91781,,6.9,,,,,490.41096,,268.97,,UNRELIABLE,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,369.86301,,6.9,,,,,490.41096,,268.97,,UNRELIABLE,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,361.09589,,5.17,,,,,490.41096,,268.97,,UNRELIABLE,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,351.23288,,3.45,,,,,490.41096,,268.97,,UNRELIABLE,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,340.27397,,3.45,,,,,490.41096,,268.97,,UNRELIABLE,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,330.41096,,3.45,,,,,490.41096,,268.97,,UNRELIABLE,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,320.54795,,1.72,,,,,490.41096,,268.97,,UNRELIABLE,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,310.68493,,1.72,,,,,490.41096,,268.97,,UNRELIABLE,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,299.72603,,1.72,,,,,490.41096,,268.97,,UNRELIABLE,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,290.9589,,1.72,,,,,490.41096,,268.97,,UNRELIABLE,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,280.0,,1.72,,,,,490.41096,,268.97,,UNRELIABLE,Jorgensen,OPLS (Gonzalez-Salgado & Vega),GSV
MeOH,281.09589,805.17,,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,290.9589,796.55,,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,301.91781,784.48,,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,310.68493,774.14,,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,320.54795,763.79,,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,330.41096,753.45,,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,340.27397,743.1,,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,350.13699,732.76,,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,361.09589,720.69,,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,369.86301,710.34,,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,380.82192,698.28,,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,390.68493,686.21,,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,400.54795,674.14,,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,410.41096,662.07,,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,421.36986,646.55,,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,430.13699,632.76,,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,440.0,618.97,,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,461.91781,582.76,,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,449.86301,600.0,,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,470.68493,562.07,,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,480.54795,541.38,,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,480.54795,,55.17,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,470.68493,,41.38,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,460.82192,,32.76,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,450.9589,,24.14,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,441.09589,,18.97,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,431.23288,,13.79,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,421.36986,,12.07,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,411.50685,,6.9,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,401.64384,,10.34,,,,,522.19178,,265.52,,OK,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,390.68493,,5.17,,,,,522.19178,,265.52,,APPROX,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,380.82192,,5.17,,,,,522.19178,,265.52,,UNRELIABLE,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,369.86301,,3.45,,,,,522.19178,,265.52,,UNRELIABLE,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,361.09589,,1.72,,,,,522.19178,,265.52,,UNRELIABLE,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,351.23288,,1.72,,,,,522.19178,,265.52,,UNRELIABLE,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,340.27397,,1.72,,,,,522.19178,,265.52,,UNRELIABLE,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,330.41096,,1.72,,,,,522.19178,,265.52,,UNRELIABLE,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,320.54795,,1.72,,,,,522.19178,,265.52,,UNRELIABLE,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,310.68493,,1.72,,,,,522.19178,,265.52,,UNRELIABLE,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,300.82192,,1.72,,,,,522.19178,,265.52,,UNRELIABLE,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,289.86301,,1.72,,,,,522.19178,,265.52,,UNRELIABLE,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,280.0,,1.72,,,,,522.19178,,265.52,,UNRELIABLE,Gonzalez-Salgado & Vega,OPLS/2016,GSV
MeOH,472.32824,,,36.02092429,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,469.46565,,,32.66290401,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,466.12595,,,29.61793233,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,462.78626,,,26.85682557,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,459.44656,,,24.35312066,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,456.10687,,,22.08282153,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,452.29008,,,19.54031955,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,448.95038,,,17.2903752,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,445.13359,,,15.29965073,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,441.31679,,,13.8733537,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,437.5,,,12.27604743,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,433.20611,,,10.60006359,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,429.38931,,,9.379533235,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,420.80153,,,6.993282182,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,412.21374,,,5.21417042,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,402.67176,,,3.793655249,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,387.40458,,,2.269523732,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,392.65267,,,2.693469124,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,382.15649,,,1.866098709,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,376.9084,,,1.572395103,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,371.18321,,,1.292889971,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,365.45802,,,1.03738176,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,359.25573,,,0.852979299,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,353.05344,,,0.684408717,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,346.85115,,,0.549146513,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,340.17176,,,0.440621081,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,333.49237,,,0.344996847,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,330.62977,,,0.312834807,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,327.76718,,,0.283671046,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,324.90458,,,0.257226052,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,322.04198,,,0.227610374,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,318.70229,,,0.206391588,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,316.31679,,,0.187150907,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,312.9771,,,0.165601662,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,309.6374,,,0.150165089,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,306.77481,,,0.132874527,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,303.43511,,,0.117576041,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,300.09542,,,0.104037902,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,296.75573,,,0.094339057,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,293.89313,,,0.083477345,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,290.07634,,,0.073866195,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,286.73664,,,0.063781634,,,,,,,,OK,Haughney et al.,H1,GSV
MeOH,489.02672,,,46.00499603,,,,,,,,OK,van Leeuwen & Smit,L1,GSV
MeOH,486.64122,,,42.74917941,,,,,,,,OK,van Leeuwen & Smit,L1,GSV
MeOH,484.25573,,,37.82725975,,,,,,,,OK,van Leeuwen & Smit,L1,GSV
MeOH,480.91603,,,35.15018917,,,,,,,,OK,van Leeuwen & Smit,L1,GSV
MeOH,478.53053,,,31.10317799,,,,,,,,OK,van Leeuwen & Smit,L1,GSV
MeOH,475.19084,,,28.20361045,,,,,,,,OK,van Leeuwen & Smit,L1,GSV
MeOH,472.32824,,,25.57435266,,,,,,,,OK,van Leeuwen & Smit,L1,GSV
MeOH,465.64885,,,20.02416912,,,,,,,,OK,van Leeuwen & Smit,L1,GSV
MeOH,459.44656,,,15.29965073,,,,,,,,OK,van Leeuwen & Smit,L1,GSV
MeOH,452.76718,,,11.97929808,,,,,,,,OK,van Leeuwen & Smit,L1,GSV
MeOH,445.13359,,,9.379533235,,,,,,,,OK,van Leeuwen & Smit,L1,GSV
MeOH,437.5,,,7.166518702,,,,,,,,OK,van Leeuwen & Smit,L1,GSV
MeOH,429.86641,,,5.21417042,,,,,,,,OK,van Leeuwen & Smit,L1,GSV
