,sigma_C1,sigma_H1,sigma_O1,sigma_S1,epsilon_C1,epsilon_H1,epsilon_O1,epsilon_S1
11474,0.03172340940227123,0.2670940602453658,0.9671869352347798,0.8206555803418116,0.821149381274993,0.9954997564104295,0.014185230999089686,0.7883474988201239
26540,0.43193892120161914,0.7160403497419751,0.10720766228334244,0.5650162155964317,0.24872515030968445,0.9988819850189908,0.989741203088691,0.5791314430221779
35339,0.6628305053455741,0.19520916408136485,0.7835313736324078,0.09846367925339591,0.15613096231208795,0.962525475968643,0.6694963212936151,0.779904637035464
36909,0.9360960048099874,0.4353023046134204,0.550251445244605,0.017821832176243328,0.7945937236856048,0.8590497228339875,0.9941675633564795,0.38707302930377896
37712,0.4966570550183286,0.6275565018669963,0.5625570432963264,0.9382185945701443,0.9235397557869667,0.22729930307235235,0.23574588041123673,0.34279904632663233
10626,0.2619461842563518,0.005656425512778962,0.9601583046361871,0.9472176147260947,0.06817777672987899,0.9638262703999068,0.2676790642375324,0.12321611073204866
12836,0.2934878927508494,0.7284228310974602,0.11277293088314608,0.46041380519756875,0.8386617610294795,0.008632580192594214,0.07444448903367984,0.437024051603907
32969,0.0826739883289191,0.27695563040551957,0.8238760740651799,0.2009674406777189,0.17691799757722115,0.03185343381566117,0.3662388162591212,0.8928715458054215
4551,0.8255564060994686,0.7566915475580375,0.17627539333867,0.11900270225518629,0.5762986634660847,0.7643411454271213,0.5895076979806679,0.32483331519680175
37514,0.9329238990697143,0.5358582219916599,0.2043161730265493,0.09791901645329441,0.27977389499507604,0.9860018170179012,0.38074777273846894,0.7576818045786895
29066,0.9344613660461213,0.29174689566385764,0.3841350383425241,0.6522000598221839,0.014040783756509754,0.9735311675849014,0.07305186777791597,0.3197186989461143
37432,0.25265508207695125,0.5161602139733761,0.4157112783491173,0.926908113466685,0.19528334024002958,0.5143219504951596,0.28104889870342287,0.7451527852539118
21561,0.6377284935439632,0.7920682866079919,0.0285676251789956,0.863606850837138,0.9556986202327292,0.9950277874598847,0.983173632809731,0.19595533652482008
867,0.975282433022276,0.15965172571735764,0.2199332199109859,0.875120609469806,0.3719194512529934,0.8431547170374619,0.42656797447973765,0.7514158373796269
11672,0.11164462010809516,0.3405985356219193,0.6347972898923978,0.9432928819645664,0.32318717467026564,0.9865199543984224,0.8609929097318479,0.10106162430752554
36706,0.43009054247388245,0.11114342686759669,0.9716812444321736,0.6356494206227945,0.08164790044596697,0.31271744904800064,0.21625539093096338,0.9440809222362065
36751,0.5529638294214655,0.2097664191409926,0.9800733750829832,0.6056092091260856,0.8130297470842998,0.1678217569656019,0.4257990920652727,5.90188875106837e-06
13213,0.46361462175672113,0.27571001048193244,0.9159860961153441,0.3342099526879136,0.2031080526990059,0.03207602824089629,0.9657004541794996,0.31507776068592663
10820,0.5158620328930126,0.07236645585466117,0.9657263190958703,0.005176492006012214,0.15686456465631182,0.3854511106127482,0.9982916105385938,0.946962571170577
13545,0.9085460661064105,0.6161483485135029,0.27784566495303187,0.07455154042248871,0.5130087541227992,0.41652273609667295,0.12097626867436836,0.9465306106341245
26508,0.456286260399109,0.45836333602367607,0.7416418540632236,0.0384280660227189,0.5588978139111321,0.05029780306881623,0.003014112233498343,0.7488035093901224
17874,0.4922186250893461,0.04406542139488034,0.8412087506858329,0.04246880425990801,0.04484862614745294,0.3359094606402672,0.07526907561986511,0.24908641686562694
39474,0.23821664448971824,0.46311180002754454,0.7870113187893659,0.6834455702237577,0.33108184473315,0.8486395696981298,0.3151748672690788,0.9518556204953404
38430,0.8915019323925594,0.09914032745610045,0.6994261434845449,0.3948843022958502,0.0536194985063176,0.9846476395435614,0.1863899547953854,0.8499132425866376
17195,0.0009524615727725853,0.5805340944564331,0.41531824739714046,0.9811787256307974,0.9642260306410881,0.6228658078069113,0.4834550752012971,0.965930862332524
11364,0.40101309707239535,0.2565699794211157,0.8777111218974039,0.05542188936437591,0.6093490913413976,0.7662379801234734,0.035191073970336745,0.07166502763067073
7436,0.6180858932208382,0.8177567839658686,0.009761431989096125,0.7300782243492844,0.9346416874890529,0.6250793789619952,0.02583257881010081,0.45415697851548287
27266,0.009033606028069957,0.3726170483674812,0.6884464449938323,0.18186395313853415,0.6487344544983578,0.9826841394191846,0.6269683702394054,0.23385963106278745
31494,0.7174555103725992,0.46165389554270614,0.07717491266379804,0.9604347977263964,0.20026178439438963,0.8198470501114558,0.010599415904146443,0.7432912471168471
30243,0.08973756337737554,0.4504183916577746,0.3424840101464487,0.9361345061161244,0.684454916699727,0.6200285300977614,0.6707181713456992,0.04867973041459531
8021,0.2670978355989699,0.6807198594660036,0.015343502969442584,0.6957771562655549,0.46493816415091394,0.4129984268504192,0.07905437586555267,0.6860482383239737
13888,0.906904030850286,0.3798815520965417,0.24220255588006442,0.6054696732109147,0.016390426642336257,0.013947370099351469,0.958201039976088,0.48894027252979183
32910,0.940431482522612,0.09225214959637654,0.5059903484056433,0.6548494252186258,0.11319360243284601,0.30390725066856095,0.526109122669996,0.6310335471395276
29480,0.8913482066318269,0.8431445977016019,0.04449112478771166,0.3689906666139347,0.656086171107566,0.8874105444185673,0.584515532506641,0.9923521122708999
14143,0.9300928521575814,0.009990864397048545,0.4646957932726766,0.027366570088855135,0.2388813753546235,0.6208203642127488,0.16791372404013397,0.038179810436258906
5705,0.8111770089964806,0.7240192903466145,0.029528591066353763,0.8454029646759802,0.9670951982909248,0.14535601289432054,0.4819490312044018,0.24464411921245743
35525,0.9765291658171568,0.26173132479447925,0.21925579265412276,0.4683226802078552,0.24539775916613943,0.6448078664031188,0.47095937198464344,0.10108876488406794
33777,0.7265767560425266,0.5320118089470334,0.5481345563420079,0.7592176678526663,0.5658942508542046,0.025926596310064637,0.04255841617139415,0.19328926348577816
39369,0.5912162026514968,0.4237745600502406,0.9424034058073314,0.4571180310207155,0.9790370399797437,0.5616252548800474,0.4790087056699448,0.9984115437962389
16343,0.9722626016646374,0.5261280359120221,0.09318022752927824,0.44142266225621657,0.6658858647333907,0.01050941370844935,0.49433528168089225,0.6170290330122332
29021,0.9887702878477499,0.5333429509759345,0.27889100428363817,0.7203997611449083,0.5720629314468625,0.9705521092485007,0.9607217716039506,0.7288481405867406
10938,0.15535459740358562,0.5049820801702031,0.6136516699531817,0.5216605979843637,0.9692476145399106,0.6436124322922058,0.1010507698153041,0.1253584474484256
35370,0.3696565626185475,0.6056721513098368,0.23560460548164303,0.006476980342690707,0.38766908055221105,0.21619335221020738,0.04054412307585012,0.33928442083750815
9313,0.9809436901286747,0.11658493837116439,0.4109406599927634,0.0437365131362806,0.23400446356786092,0.5963162994388351,0.5824755988433883,0.8765244815942924
15606,0.9240581934740781,0.10001327529386658,0.2966580570418774,0.8365963791425646,0.04085245166132954,0.40640259601456613,0.996076092950653,0.011066976386057028
12610,0.003033926950351069,0.32381638964475196,0.7118367043656803,0.6949722102164014,0.5029681907081404,0.8477763207640913,0.11596778228549125,0.027205105220992717
16867,0.8338537162685609,0.02213916723919292,0.6883140354337154,0.6375963221639181,0.20730152330731788,0.0901724201606297,0.9554847109416226,0.14251269931220412
17523,0.5753612213941257,0.6172558338315505,0.2239283071808942,0.8202227588803057,0.034904030356641365,0.9138958177897143,0.8526917678387349,0.9109696270641678
12481,0.3226653384419149,0.45646516028703576,0.07925968389810943,0.9046222384237947,0.006833250190991281,0.49718299704854185,0.19956500540224795,0.07989507055259988
19945,0.634175288610251,0.25187949536347143,0.9406827029739214,0.15522604622537492,0.8733133468075716,0.5829292898593211,0.17777959117906814,0.51115166717621
2617,0.8598290901067149,0.23998825190819606,0.40395258956922775,0.903021861056648,0.7713111222661966,0.5449890609880376,0.3239688350832959,0.09078324605661292
2626,0.9287383014391869,0.3689239392369974,0.5264293334387921,0.4114787166757461,0.2579506329569423,0.830764677926709,0.96601449374586,0.9044549082482509
30591,0.13149201674536234,0.526218617070177,0.048778821244090706,0.23691708953492116,0.06472006315825195,0.8819695601296155,0.3659903220650054,0.042779878546902836
33885,0.7004395461801282,0.1705537967083833,0.8842081585325651,0.11521832367272959,0.37097230524430685,0.534917454224749,0.9341004374151384,0.4539185605584295
28524,0.4306342108405149,0.517088905081625,0.8943453932154795,0.6368464525086054,0.714586141734627,0.12499231618960549,0.44917166815107107,0.7686687509338446
17203,0.20380778756358345,0.2434627674577503,0.7938173692679567,0.217043917177494,0.06652040141670783,0.19519674783121727,0.5907705399666827,0.14195077413316337
101,0.9733479789696673,0.6107214714655445,0.0945591418760643,0.5413093334781898,0.7367463630619508,0.9378871558041729,0.2674265867375053,0.29309070875574755
15999,0.8932812164367502,0.3782825568655855,0.524158946015684,0.6673116017568991,0.6157977933378539,0.1895457732936213,0.7246768256109739,0.36961817885433285
28470,0.9961897579192626,0.320855285268353,0.13197403971331242,0.025236972469933446,0.034964299187004826,0.30570591516276757,0.1302099750551731,0.5272626286870101
5647,0.02080067043542727,0.6053763360281034,0.04375499235020705,0.8532395031101391,0.9067024259201242,0.8739515673500041,0.1444212533986228,0.1628220816372404
17627,0.09159434032803773,0.47461625353831177,0.7562991088566483,0.6844772384937697,0.7427380490283174,0.0056698177371699125,0.9285091236841285,0.11128578335892057
26303,0.49640399267201896,0.6090069837457778,0.09180967069092352,0.6635694074832417,0.015169706904393322,0.47639360040986106,0.9683492176722713,0.10861741705833099
18541,0.8175035224270242,0.7270747040710326,0.5110878538282554,0.47467013786532886,0.9152192997719073,0.9928353345742369,0.16264514081207476,0.9709144251717626
38304,0.2098699695785003,0.6486034079743133,0.23088568013088187,0.711178569321555,0.7113639550361295,0.28640546812697004,0.9332126299544117,0.4709915858337287
37320,0.9635504430626052,0.1519352749909412,0.06867515675003333,0.7958305661663582,0.8981850591257236,0.2045322892570005,0.3034536669096799,0.5006168059959797
13236,0.10913190023711683,0.36225678695019037,0.686274758588989,0.15677993575984725,0.13092852912067027,0.7678255664252136,0.8869477474513043,0.8531774654988012
4368,0.5199262951420458,0.8231212562743192,0.16844166941321911,0.30757201018057534,0.8847777437594293,0.15167017628891183,0.9731983070085884,0.24510182842778958
7961,0.9867970222628579,0.5586013658124988,0.15160794963817267,0.38841065235046435,0.9733437416491859,0.7936740957558819,0.8801113721872891,0.08632315001563652
32073,0.6940261219323546,0.30137682793466397,0.6820589352220157,0.19997542447949931,0.2542965007371897,0.007676204359763585,0.3177116226564714,0.039876840375919716
26963,0.8774514656539701,0.3167317565546224,0.03185786461080577,0.8920754277173285,0.47563972642000346,0.0027622878759108777,0.8967775832821959,0.019604572486394287
15853,0.0538418745169334,0.1604220984034056,0.9115580857026653,0.44946200352949855,0.07336597162164014,0.9234359789827438,0.02009181189247351,0.6298444602187254
34168,0.7301026999495523,0.012690598678579627,0.927058200956433,0.8172031286804811,0.986926263077164,0.1406016165317283,0.5039358376627884,0.8533707377173294
15259,0.8470091165496453,0.36143759615155124,0.7770489022787834,0.18801120099131377,0.9399422929388127,0.20868908953920268,0.8267914423609903,0.8808839499782803
36270,0.7530744655516989,0.5082768505040216,0.500602657506178,0.36828085022724744,0.3019948807186778,0.8868829289114073,0.015635052841735324,0.6352605698477054
16512,0.7635140217848769,0.40998981247463334,0.6106854608450161,0.9573507891715237,0.6765599813156998,0.7886553531510453,0.6449897754423205,0.9931083881997247
33021,0.6982568943915003,0.7455629210098177,0.431340548956959,0.4007712550685422,0.678766343436167,0.30805768855102206,0.31318886236629434,0.7390837201613351
34899,0.6161135947854882,0.36438005403917856,0.6548162703460694,0.9514898476860968,0.3593022813673024,0.29918032075135714,0.837119669713305,0.8580507061292837
17003,0.013058348649978535,0.5042490206058398,0.5222064259451904,0.4941297317244687,0.4967557366200774,0.5471571700438519,0.1228769647912815,0.8942037469076253
30940,0.002914963741082978,0.36486636382758736,0.6531269133336491,0.9773863417238904,0.6982818610754197,0.09769252381206306,0.1484388439974194,0.763631533986737
28192,0.7133100034370757,0.8317869817997342,0.016989845965585563,0.701404869718853,0.8870426733414053,0.2444572976345901,0.8779621174334935,0.7119812362238461
13094,0.4569012390845579,0.6887577240605591,0.020432406397533867,0.47710342614494566,0.05889225632772001,0.2488705774198405,0.8466462060280092,0.8753459521063915
6491,0.039622921788040076,0.40080993539129867,0.4794607090310751,0.7221481030457638,0.013674300313100912,0.8929690539353675,0.5871528761749072,0.5129274909091768
9193,0.5508170342604348,0.6827112889280244,0.6822963408253031,0.3237814540958273,0.974907595977834,0.33062202176861183,0.7511121763611449,0.5831484675503771
11589,0.8303600689417739,0.6408423955020626,0.017241383047760208,0.6903575309106131,0.28386984022173034,0.8815556178040536,0.7213801117218389,0.1086433757098307
33072,0.06973660903509232,0.39252764674365076,0.3949159426390677,0.06780851003038633,0.061333199994779077,0.650664572989566,0.24291301609170554,0.47760857523578726
11628,0.015168022599062367,0.3683856037057749,0.8779388901718488,0.25791118522225925,0.9862183350227346,0.4014686613083951,0.2823075849757701,0.8530505294763471
14577,0.14540114130929188,0.3753428540123498,0.9349179398313869,0.09835920206530219,0.8894301915747085,0.12535845375709784,0.9943723634180017,0.47697620690895537
6705,0.5453039082795916,0.7025196743020329,0.31353876391963237,0.45972007955973926,0.5749847989132474,0.7005727290440334,0.9883609152710839,0.025697347954850763
37493,0.4163773995781812,0.6140265880253524,0.22451391556786035,0.09900738531169215,0.2409229199550568,0.0076625250061908776,0.34429154103993886,0.9032931922319986
37743,0.7563456420726687,0.6910146962806843,0.032598049639125916,0.8745598002341125,0.34023523127635485,0.5963859300929176,0.6651667599519401,0.8466612711596444
16532,0.7827310188017441,0.4455718398348393,0.7221732187904212,0.14794019329467248,0.7196613298548947,0.808251207791157,0.28168242885243594,0.9442536335181436
20519,0.9378025123530243,0.0029537135167459483,0.5789319362940762,0.2718110645419885,0.45276259301086796,0.006847777942980381,0.9973383959701111,0.731798676522544
8342,0.6745234932201944,0.5504691685576012,0.4014549941824782,0.5603392636266898,0.14594787809376783,0.01927026223209557,0.03004917135937102,0.8376755280040652
17643,0.7925673893998271,0.38715562946624055,0.02855009306075917,0.942471327048041,0.11413424390006292,0.11402564351172625,0.344267418318657,0.7026256860257079
3823,0.6826976319805729,0.11617557682516273,0.7420939234877328,0.7103273066257725,0.10569206966799856,0.49507124172383576,0.024717208173957485,0.08097780731085842
27074,0.23133875749160682,0.42514563523118554,0.5604769810455328,0.7341472766881297,0.06854575943307979,0.13263139250438616,0.9041869278330186,0.3788653292240964
14686,0.19840263164008584,0.5851784235636737,0.4779825575057032,0.565073250531971,0.8574666681045786,0.8855011709012303,0.7001082402504925,0.2868699278795654
39309,0.963343951438482,0.15124268682732303,0.16939946942997638,0.9794388172301364,0.7240818919567782,0.30455341012016335,0.9876528132076218,0.9873722181926569
27101,0.8872518040754764,0.6520066659505495,0.0691538315090742,0.31550904933318175,0.26804391667434735,0.3990000257906839,0.41541667270756255,0.42548483428973727
24023,0.15710644220208242,0.30855559896615303,0.8798311892521794,0.8979382229750039,0.4409738882760619,0.04927799570696704,0.9393818316271023,0.6409804331547908
17631,0.6663605678297866,0.5826984612827026,0.31502376246163216,0.9988604699774575,0.7344717794520396,0.48932233612995013,0.9096638016565856,0.2331215477827388
35213,0.5458633079910813,0.23755079364386497,0.8464824131291657,0.9980233091500909,0.31084837551092936,0.7475832958482704,0.3615209890512678,0.5000678508110192
20438,0.915356806279842,0.43093244439469747,0.1880915096991577,0.6382417675265893,0.05044707930259621,0.5937409240473136,0.3669382979128625,0.9259207196955576
20752,0.9756077251242807,0.3303727463482319,0.23702124980491163,0.1086632198335864,0.8900989192661711,0.2722627556495776,0.14210589345054458,0.2209958647241933
3325,0.8199762099433731,0.5769715383191459,0.19723836949158116,0.7865266998358023,0.21910886781556838,0.17542953547274326,0.9394412330275531,0.9959654914098146
16649,0.06403019070135058,0.2510615907954217,0.8778501641070563,0.34830362700773987,0.15998321155965248,0.9436526212408174,0.9775209520299913,0.21561569353333676
31752,0.37313792858688183,0.7417632765468423,0.03443529102627267,0.14339730532089145,0.49554039723264576,0.6120726177128718,0.44912169199299257,0.8865150072960529
35297,0.3424202502277798,0.4610319355149683,0.5232762837217046,0.0343952351853666,0.17941290949600208,0.7695067757379056,0.042972321409508366,0.959256361231682
9932,0.44796197802082055,0.2357969050967306,0.9814679033807203,0.21151295941882628,0.5630330824164214,0.9547795650685249,0.11259043703608962,0.8800695493080746
25092,0.845202658275803,0.17458073169624433,0.23273387645358395,0.9402132184844237,0.4634721862988262,0.34764175208858467,0.031660518566598975,0.41302067823808325
1669,0.7673722440438854,0.3307291252545046,0.4058328495875911,0.9294030509621114,0.09880682237034176,0.5434439901756711,0.7877102366584736,0.4564456427276645
29975,0.762754473802768,0.5538632817559633,0.24697549653641693,0.043242383377269364,0.055825611471959816,0.9152722261484393,0.067023243144111,0.1988975914722024
12104,0.8175412453104869,0.6291549989434136,0.48857915998417045,0.7816679606584396,0.9597596766305831,0.6908417287766804,0.5798505959762149,0.46161132235313207
10399,0.4592880010769498,0.7245499451353479,0.28521501949482325,0.6469963069249758,0.956522630507604,0.5827325412663916,0.43667346882546765,0.06978106994309254
28947,0.5697667786366523,0.7324901523490679,0.4309856475791911,0.1893088792522337,0.5466285435529334,0.846165430252351,0.8959922208353521,0.7778242533545041
11735,0.5758905885243927,0.5418134243514212,0.6298874508988658,0.39293691349788373,0.5989320639169277,0.4145647360170028,0.2485454426503017,0.049118045583344705
24862,0.7021072402738429,0.6438636907391116,0.5688951988703655,0.7068965395478208,0.9189750607110148,0.9941146918796105,0.19094349603449048,0.029390690305561563
9592,0.847574578325175,0.8626388628597136,0.09584565845397361,0.04625548513692571,0.9635825321011823,0.010513649117929773,0.5691878531699234,0.8785241959071196
17414,0.9706432422323976,0.6067835653829255,0.05330396324456851,0.06714995764819635,0.7365966190437423,0.2174383435078247,0.952131662435103,0.4522894968206168
