,sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_O1,sigma_N1,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_O1,epsilon_N1
27616,0.3975159042150636,0.739962122897833,0.6529311332516105,0.662217758649147,0.11590590405709221,0.11784631350208354,0.9757421620387132,0.9800558117699327,0.07789822694173784,0.4450467849418473,0.09891416142072332,0.07017432512779823
28405,0.5039483029952325,0.043661180168787804,0.3587330686336133,0.9711497153136799,0.5325533333038663,0.7476376549835357,0.32360583683318356,0.6206587521942595,0.9504445029364695,0.7998586094680344,0.006751501309299012,0.9704093643180345
17845,0.936659560273467,0.4895620883418684,0.016560365388214367,0.6080440205349398,0.27514343977247485,0.6510479431531463,0.00745037941435552,0.4758568855432691,0.14507752831741094,0.5804377868700811,0.28047622268744166,0.9626611602243957
921,0.7249073884901048,0.9539476820120926,0.541544653609483,0.9011335232427471,0.5513069780546709,0.6981467157251717,0.38992286116536556,0.6827417420979545,0.304891760921583,0.37595706853839905,0.9156718986052584,0.7501174929776142
28206,0.7248457376561133,0.6227736789331226,0.2947913335188718,0.7749833901719296,0.9117719973378229,0.6379230785050984,0.9965421817658336,0.23445061934157466,0.8860375189469563,0.7446502378018558,0.26258097660707724,0.7865344344274076
36988,0.8410306521024358,0.21841204162621217,0.9351499666509044,0.02460085265654899,0.009751679153306068,0.6047309392141573,0.8439889180460779,0.7554671892900002,0.7501894179264736,0.6567832166540107,0.0629693065834825,0.9732184384561664
26086,0.524894375724891,0.05066399646396834,0.06534369233306854,0.9636675712497168,0.5149334541179597,0.08939551176162366,0.18182921733067398,0.49275735780724095,0.8758299955662082,0.8618034506137839,0.9845225312063135,0.7182467316826858
41417,0.7242059064286095,0.2571705460027995,0.7608327185072422,0.3738142588766108,0.0618147098954435,0.7998586029725175,0.26912325435220147,0.8577772703278989,0.22464738761894681,0.5082659999276091,0.2341569975471619,0.33225050599058803
43338,0.7899806587236732,0.9744828390047252,0.06109742572008712,0.0618014661267067,0.7562939829453726,0.958868123185953,0.057600094729858574,0.8141464135622395,0.5950162215369084,0.9068235111168986,0.788554271842181,0.006313538095738678
6260,0.003131223776707624,0.7037615854121193,0.6452143257518335,0.003658750336329954,0.04600520906406265,0.9470507158723486,0.5759935812210631,0.852154797692573,0.9136867720948032,0.8365360912385805,0.6978831536829249,0.052921533599058386
4852,0.22737572448175072,0.16556609350461618,0.5582018960256394,0.13751361191741307,0.6808876350999149,0.8840924568403358,0.9492281683409612,0.9590693288876203,0.038443682883659215,0.5261714680662254,0.9952485902345375,0.09857844345527432
41804,0.9865731318420644,0.6122446746467242,0.0034640439984215668,0.47810534191640125,0.1735713696598224,0.4951748678269605,0.45197041827900086,0.9776333543268083,0.13931641859307184,0.22555948494110936,0.6182131337664802,0.4931214010062162
42021,0.8294259554912922,0.5833579571361676,0.6964398933057563,0.006386730317840362,0.6826734127930058,0.16570311778831118,0.9646445397837079,0.8352535844325186,0.8826667425838594,0.21609718174931522,0.8784743341866504,0.7938678940822202
16855,0.35707829457241547,0.28847645393669813,0.2858408942192778,0.7282438199251875,0.5685565708543652,0.8915889988438388,0.20202865776134046,0.4424435277607002,0.08160966980536856,0.8230385227449212,0.0064079329384004865,0.3723676146433954
25043,0.9931194878741114,0.691714926204795,0.4548150209230565,0.6461306417889037,0.31672787653619033,0.7651984184745779,0.9859666387074446,0.37750696673057726,0.035942518832628195,0.8080904618253587,0.7999735194447771,0.8665230046277113
22632,0.23967346515212284,0.9325113360821632,0.37567803800580934,0.5888011255267868,0.09399643465040149,0.46417162628483194,0.07761052932776474,0.5278984156660249,0.9256668338285519,0.9155373450713807,0.19691290117114618,0.07956265930505155
6503,0.9452484895578563,0.8409390391349433,0.48994830516049115,0.012702556982424567,0.17825941955820365,0.5814264388296128,0.047334384370754656,0.4903916614383377,0.8840595910169445,0.44586734625361174,0.2026131792841864,0.9514036142766578
29656,0.8774375976933889,0.9782699280677348,0.4064678241503942,0.8590012710209454,0.2814124427438856,0.11250765160136164,0.9649202951740388,0.4507190914982283,0.7448380170468392,0.2893039172989844,0.7271922780069969,0.9902499305307962
28980,0.910388662888149,0.01759264348547177,0.6268247238942135,0.5647547678614677,0.42361486081838734,0.6334961677909349,0.7494947255251984,0.25113557679492476,0.9868381632859238,0.5779239089777963,0.6344876588197129,0.44393052147071166
42652,0.30248552760672415,0.15030606987037357,0.4112177312567731,0.6396611622762584,0.10099818147465518,0.9351397160038895,0.08912204590912946,0.018285580467542546,0.06665621593152708,0.13859376480299868,0.8867108414697283,0.3764390039284566
35100,0.10588251090257042,0.9454394020158933,0.41654503683700383,0.2940029354837077,0.41311313631822394,0.1613296450449113,0.9653773609435474,0.032140410526502225,0.06220282033214438,0.968416650169869,0.8116317173613818,0.9898399199595501
23515,0.22455543320826002,0.8731491280001985,0.2151892417368463,0.8822191996827987,0.2529811545277906,0.039319424686014806,0.05356692866518597,0.427995058868199,0.9700761437384788,0.11884371573829827,0.8399266384063439,0.4578476420153871
37234,0.03253814409958099,0.44475456748195796,0.28431192924185045,0.9464350668442401,0.7805284577303118,0.3127147402744111,0.8516611202253551,0.39853429164860776,0.5507231672361356,0.3517287624813623,0.9941403683759904,0.7889379467837443
36626,0.28392627619553346,0.3366844164393116,0.2654992652607677,0.8653745338572448,0.35763632774166704,0.35716391933533476,0.09433206729576568,0.8257440747639689,0.21505705860544788,0.41744696267825315,0.943904170493908,0.10191045355187438
14939,0.9127312653717025,0.4473123782147362,0.36197815913135384,0.27095072376949175,0.4257072311411644,0.8911377874642377,0.2354666036266249,0.03134510370808642,0.28479736080235746,0.0121114356224493,0.562078580948065,0.7893818623956189
28809,0.39247509901167177,0.18222995647897108,0.7125635785858788,0.19415370891162823,0.1508438855455816,0.0664327438956944,0.9861810089908364,0.3493437773983156,0.7627766522323626,0.794577316067285,0.560497988132444,0.9579950879083523
20682,0.5200926391728833,0.2773289473499706,0.1165865475304208,0.054996378975264104,0.6765742433612094,0.21334210977056683,0.043838376707925,0.5324370995477106,0.9209111571253612,0.08855838139772827,0.1005661543893849,0.4400941770727096
40948,0.9986999703405525,0.16228210833107506,0.6394217229947422,0.024635463747116185,0.18315167877959354,0.00771500096551722,0.570102652276836,0.282639907929364,0.9951818082101226,0.017920264172147603,0.9246745342232069,0.2957434719884716
29070,0.2889439418018052,0.086743464365505,0.3320652780889619,0.17379736258488473,0.9740894479506657,0.8954144944309057,0.7121706611670304,0.21612186905445718,0.22047456457106887,0.6885425372846055,0.7882457269391047,0.6919331738178726
23225,0.19644351370444446,0.6293120559278335,0.02393598281311073,0.2731151583636301,0.9729198288802837,0.18068804883462716,0.04909988284704138,0.5102773450940671,0.7504097739391985,0.3720274734351579,0.7827409810026814,0.006439368832765769
21889,0.6250727501700508,0.09422149206919246,0.6537757556249614,0.5584479209563483,0.17024649715497167,0.02126048469127759,0.9899765398410597,0.011020257290738767,0.1835595294297124,0.6568184980293101,0.24122980163849866,0.46385000932793174
6204,0.8168091334416886,0.7340978080104913,0.132974178081289,0.8623827539257252,0.6651100522527987,0.03367589358114481,0.715085219206604,0.8037883787990884,0.30367262613627477,0.8746658524640057,0.9829481655909778,0.9615649772516636
22913,0.9803799447603855,0.9193132865183612,0.07367218744178176,0.06871252407690061,0.0007266729476798899,0.3463071282869066,0.491142429952142,0.5375287180989449,0.9227114160906281,0.48271539144183695,0.8312164781988202,0.0330554770883266
938,0.5204510060269125,0.811855114968873,0.6214224304121138,0.35619193224229806,0.692036708392793,0.9865412931348487,0.593659949047976,0.9063125152049374,0.8025026408116782,0.1041781922851096,0.6026221732509037,0.5470588262832426
26218,0.984044935558386,0.19666265978062203,0.4543399192193354,0.5114392214803756,0.4087304325915781,0.911336831283869,0.43270168650504565,0.9456355242624523,0.997608438135423,0.23399485651112056,0.7770185443640837,0.09037544721159883
33203,0.19984437654445725,0.9659935411619096,0.40485616777469025,0.9954074146373871,0.03827711664588827,0.3920680665951074,0.9680589766772315,0.012236593409988686,0.1592519955761404,0.8686527584211126,0.4164409681100923,0.16579648772276923
42608,0.8789866664643934,0.8273401906890768,0.4675057920333226,0.02421176509415941,0.28276447687933026,0.10341403527080867,0.7621546382674403,0.45702428909733406,0.6297390827321402,0.9869461177429992,0.40849418656120245,0.3515486426998935
38118,0.9133737673332726,0.18802979423432778,0.09646627676488884,0.6841087742952509,0.3066727485977894,0.02965232507911731,0.5742349529507706,0.882172150722709,0.6990892835650053,0.9206056489124336,0.2325465329272865,0.9655503133686499
26383,0.4741930098960361,0.13643770780694586,0.47263796833468225,0.5974897975128076,0.5110072982544578,0.1769033053727856,0.647487288062538,0.5550347001762319,0.9829307111805491,0.2756779064250047,0.006016537245008064,0.021670265394207213
21423,0.3117692199829085,0.09680681088975718,0.26727658949960065,0.973269725938137,0.5332673037189529,0.15638426518312218,0.45721510219035905,0.8815288823699092,0.723698555693647,0.04165829107470579,0.6351764351908964,0.9359016471764307
14635,0.5119080499420514,0.29508792618085367,0.5225453363453798,0.9799849846376307,0.553788629478017,0.9731520210267729,0.5468131402028246,0.9777354588422617,0.011341548031937945,0.08446742646291437,0.4942766775068552,0.2881121543784371
41558,0.8625985655538078,0.006138041234481504,0.07504503253061955,0.512931445163389,0.3130487717518392,0.17980656426855993,0.21066374532385376,0.44351116446264827,0.44574404996195416,0.0878604945719569,0.6799785134891901,0.7872784893279093
30987,0.16047681527564975,0.9037165635430955,0.5111719896511405,0.42722260760022046,0.43401306922238764,0.9606128593008167,0.41268950438958457,0.2904342898086018,0.20308191552515018,0.0537868875173613,0.4856166320663524,0.31548591356213884
33074,0.45820982744454425,0.4559706978451131,0.4620221361743016,0.4644586564307042,0.09285636119191998,0.36689287085846883,0.14314260378472982,0.25522316149947727,0.526199837248934,0.5111995329505337,0.6557673669654399,0.39812691998829564
4246,0.8085141254318806,0.9975335044781224,0.4907685468138788,0.05491953185383967,0.5563167184596459,0.5886560843930363,0.6717638922131799,0.8708494524735192,0.9701095661971055,0.629019389611588,0.24769056045552748,0.05821271572621438
5588,0.7553495208303119,0.29851547580761034,0.7460771441932054,0.03982201462904354,0.03541073847380364,0.8983634485603182,0.08586940301450366,0.2632952682458241,0.8710113364777909,0.945869016132895,0.945485680459186,0.6209869040997492
29545,0.9209519770286443,0.8131991126049439,0.07753196688141405,0.9613020536882712,0.561777910251552,0.9834693781157633,0.8327044014981169,0.05529529547584399,0.6091827587515495,0.10060953308897219,0.8774638742507674,0.6411434495474717
18316,0.9082588057659202,0.8523736964342924,0.19188399949872173,0.3841535602715259,0.22915660374817967,0.8024952375655173,0.05380249191168583,0.16102827995016414,0.8754925127242621,0.11120308255706678,0.8406579231556991,0.24343721211964367
37807,0.4911025001906151,0.8587723554489657,0.34939152662562084,0.94077711776297,0.7905425032008412,0.926866546819148,0.8016360262742168,0.32412401416269515,0.31332200829532414,0.7505175550873024,0.5061819033932274,0.24630552287817123
32515,0.0741815939454158,0.1153118907026128,0.0094220698183959,0.7086809565400863,0.6005270312823697,0.9488955162841498,0.044547442160665064,0.12115906578158989,0.9482417518776015,0.028892751239157657,0.042563327425382734,0.08284743368396683
39104,0.4435270182615944,0.5519024256017906,0.7901748649419759,0.09335781125863434,0.05982830254579275,0.8595531046546055,0.27400892290703077,0.5617040307416121,0.7398612572916532,0.027563942286139086,0.7211695895893615,0.9739282720520953
39641,0.04238188717677343,0.7155780326810264,0.7168396868043361,0.5515753417895947,0.39509556162758575,0.9936550305362702,0.5824888382100368,0.9347365832811979,0.19727297675103944,0.502285671117742,0.22380411127648525,0.9293275266854285
38868,0.21698328177726037,0.7555061480493329,0.5274935631591805,0.11821401408361053,0.7493862654643206,0.5348638372200183,0.762869674018694,0.25618533520790004,0.49150296205553656,0.13417100103759094,0.7207507775464622,0.867497915494627
34354,0.680511051970726,0.7913613273711554,0.03875737664600319,0.9920417922651114,0.9856386407891106,0.8358811917938122,0.7635843806351204,0.7725670918124647,0.9914275117872706,0.9942366138029395,0.9025054971961465,0.796788009389227
21844,0.014698472721875189,0.11446115502034636,0.3929965471362243,0.9502824774155527,0.08895673460694101,0.8867933981425141,0.7676435438608761,0.4179545065708854,0.6652644036088448,0.09031139164162356,0.24261524159037234,0.05726999353121566
33913,0.85160836467874,0.12755806840956216,0.8562242123556052,0.6495682300139629,0.13391310149142763,0.9224110629886613,0.9905936779711011,0.1652190004121318,0.6364834488546293,0.24452018415780608,0.7777672418396143,0.006267092145827265
1423,0.04380037265926258,0.933044713581184,0.2163727311567529,0.5085052463256882,0.9951403238355884,0.28387460791371094,0.06027257042632203,0.8898692014231292,0.590287431907415,0.9454302428868746,0.9756725997708134,0.6341390544441308
11277,0.6616280101056496,0.7419644856887705,0.6513518195400315,0.6854734868539933,0.6014686765912887,0.3116158466016908,0.7639183470969207,0.9840434879906559,0.6658818922805647,0.2505369776961092,0.14336635886059051,0.9108883485512438
29316,0.12716000918831546,0.021169143379285927,0.5611143040237254,0.24090089929926695,0.18651555349605478,0.4453371116453632,0.8534326954171146,0.6761909554633015,0.17926257972419313,0.13551127746158798,0.06346989370164215,0.9365028559273575
31567,0.9088493977520133,0.557275502278961,0.2970103437453994,0.40172870802972627,0.39271930420817386,0.2928879195873984,0.8397163106155776,0.08723717141817183,0.2969215936184946,0.7281089680699817,0.02146777922899725,0.9272986760226818
22862,0.23583166430956148,0.7096140602660941,0.5245578117859383,0.5862053364071456,0.006520697175869549,0.07718149413457646,0.8264290927213591,0.031030091331547584,0.9788166194784016,0.9837448154524409,0.9952114930150007,0.8345424122019293
28994,0.6565140909309207,0.5287059442424098,0.14152141333854537,0.763956267099111,0.3822116271870982,0.7332776535747908,0.008541295566697587,0.36758981287863857,0.11908356395576755,0.004611105636055384,0.43234788591121215,0.01363183172380078
38765,0.9080293632585591,0.2052975389149321,0.2063510079043575,0.40130535278201956,0.6982025916810168,0.47489545658376797,0.6865109294370852,0.6363540772231557,0.7408709466110613,0.9980202361588851,0.9359535792918828,0.7445238019067231
18500,0.017799471348968258,0.34751043906258944,0.23056321625195988,0.6750237992367627,0.8915616398455345,0.88336639925093,0.4234495641603438,0.33814837010113646,0.9618948133785585,0.04988655058240131,0.3765673088923752,0.964525346045053
1028,0.982523439757909,0.4495215090512672,0.10316110856209557,0.4726287483451497,0.5848516576271398,0.965413290553266,0.7293286347497102,0.45689454058633117,0.8285802910875623,0.4647465864567507,0.019928104147066476,0.9070201686300484
38728,0.4543284577709736,0.06865352714542064,0.7427992069652094,0.39020120020554777,0.09740380599935265,0.2971699172269298,0.8706354095207417,0.8450642666654203,0.9280628354792895,0.1276650062394536,0.4559281341744312,0.502665791277375
43067,0.9503249175435615,0.567659161812965,0.7236814313548563,0.6347137947126794,0.3993797341276314,0.891363268912137,0.3690208945906508,0.5644850378997252,0.9485054865614005,0.6533321835235351,0.8840702437042137,0.9592491174847104
44142,0.41738614583928013,0.9989378853663826,0.6914207847523742,0.7049012717134479,0.5550022068685317,0.9448639520770767,0.9854161870524757,0.10551446025743563,0.9279914951013661,0.13179404509062315,0.4698936484141094,0.9815838500662024
17408,0.11959195920630528,0.6915350962236008,0.36539234063624976,0.5145564137708936,0.8383528670335625,0.13792178457965276,0.7927782018629177,0.9893916178898957,0.0051353530847909135,0.9934276720360214,0.12106271074083275,0.8607009420789127
38855,0.12275706504503676,0.9585973749561302,0.318393760847709,0.05051945544811168,0.020121281747688298,0.005006329742665269,0.1887153976301087,0.5130309890866545,0.33452706668886256,0.4048075731775538,0.968706341095259,0.5076324231011683
16981,0.6651152070169593,0.21013340414380235,0.2890805653811021,0.000926861397715417,0.784799288650571,0.05490407501104109,0.9581440744867679,0.19630573403746387,0.5158177337057782,0.08034040076011098,0.06966992285288456,0.6398205928276648
11612,0.23447736882874434,0.08727253434444716,0.02744653642569458,0.40155456144848695,0.944485731083402,0.36131833681613723,0.2705743301622738,0.47516914893340223,0.5490123847878575,0.9097635319163396,0.4351203711651899,0.8069783693029056
15430,0.3139510336826658,0.9854550170883958,0.45286239174219517,0.033789699474230765,0.4985962344166507,0.09455517304976381,0.9921736120186305,0.15300154324793927,0.9673784340039336,0.5236995606448676,0.6195019360897268,0.5838888961556137
41658,0.03839211861764051,0.9232184242965127,0.43589003030191525,0.22624149785158376,0.8624357127635299,0.8718439057705668,0.7813504961712038,0.5288805799537486,0.785060912221616,0.044044074118335885,0.9883174062254874,0.1464722400748235
28984,0.5018137410323966,0.9771424389069838,0.14361732633852745,0.7086380100886287,0.8800420121250571,0.061586998245818834,0.39254297592820975,0.35773640759816094,0.6653074850172631,0.8581721573980744,0.6667477696587556,0.2820292380338757
39142,0.9475816806040228,0.30433027394706713,0.6783299922718904,0.009965994518560395,0.07363577999357107,0.5168532757972933,0.3621215462697858,0.9942715571030264,0.8348881537325088,0.7705584031783473,0.5436272362470036,0.15545320452605546
34805,0.9616679496405985,0.3712316420073352,0.04209260671090166,0.034942027154176596,0.6385684177508524,0.9917245180491759,0.9525359827706338,0.36406829627324544,0.4793736329215996,0.68835477671314,0.8170191893078899,0.19855717624533922
28306,0.17816045389992255,0.9462613964381715,0.0013833959209028585,0.21516964241231232,0.7265000079814979,0.009073339411713663,0.012484167239150605,0.053366713893766356,0.058604195711951974,0.7901006902030578,0.8643861742551135,0.35101455224523115
7650,0.6111588258042455,0.8199057152284309,0.05573317391564333,0.02256250675354781,0.7924081563799197,0.37209184523197997,0.3087676985442805,0.014773216849617873,0.5709881876331133,0.2532569053464509,0.7822866724506222,0.30816516391037374
44913,0.10621292761434047,0.05128124328304077,0.3160663838302584,0.37213230957564974,0.2945654423047651,0.2811243499895172,0.5739113608706672,0.03230703247912324,0.9923007378294352,0.20052004435492757,0.8457131212034166,0.017720472817125067
15979,0.7157016114526401,0.5626847931249397,0.026844353044823587,0.6306087072914559,0.41292179467088513,0.05216313922021125,0.13580171077260203,0.045062954501502855,0.8734637767521978,0.3354318924492591,0.3231852442045179,0.9736895279482225
22695,0.49953739917114137,0.9002740642053377,0.7851286823609748,0.03218888926267075,0.18771104079050108,0.669484205425199,0.9245532840688592,0.9473420452766497,0.5177060010021646,0.044575514735662056,0.18388391787939143,0.6243238704566203
17144,0.6491783673969871,0.8067525497338512,0.6107251575842655,0.9233469844183936,0.028844843648929364,0.16185703422688957,0.6851118654565251,0.03615209830801018,0.9825860221631955,0.022853587243917627,0.14697648427171983,0.7472818394445986
31647,0.29354305321049384,0.7469800484218599,0.156573441732371,0.06876596685065219,0.9637635476228891,0.5207249082730824,0.12405791380571768,0.8859319034217985,0.08353049812043171,0.4169712782054915,0.1789063864835126,0.5628213900308678
36375,0.3430405466512403,0.2848834760605508,0.3376002043443939,0.5283531849913021,0.8145978024857443,0.8502462203685593,0.45756847550619084,0.47894591466407244,0.9960469633305751,0.8085006812347436,0.5850066777137011,0.10580473402381176
3520,0.1428007332895643,0.07450717526842295,0.5122031311544704,0.6096589436367044,0.6468261874788525,0.887095110077463,0.8700970561535556,0.49253122247785286,0.9650391157348063,0.18096647532460422,0.8595164993469507,0.5792975112199473
39312,0.00765706610087611,0.052048190234772654,0.12240786745733644,0.05662472840388927,0.8239155258893026,0.8897211451361875,0.13909191234914992,0.65542993756365,0.22457727019470042,0.17955303175923193,0.03663141200078442,0.8566011880258618
10281,0.9571468679297747,0.1693081007094272,0.2498141007472887,0.8728174436663708,0.06972677414405548,0.409014979573355,0.4585594799840978,0.45995976069504074,0.6565862962866716,0.3522538408581044,0.28373957551114826,0.5213214321821613
16543,0.3245309685457319,0.9043807185356187,0.482493849190061,0.13401965632048196,0.3870733756632948,0.44112550447973325,0.08266211571132476,0.8280417415808525,0.29374978233801585,0.9412381374808362,0.0005800592357684212,0.9107512063909837
16540,0.7797028376954535,0.4168207862562005,0.3616688855549098,0.07245197415423116,0.8871844240081687,0.869941809870252,0.9352006596638298,0.9814556234145198,0.15955944145792514,0.6916262990506066,0.08753824375601107,0.75972616683034
16062,0.631599417030285,0.5639764121263608,0.020796182211437954,0.9677279535347689,0.4722280944945717,0.18613920153458083,0.251787404022981,0.35270598227311944,0.34872914758394763,0.983749796236827,0.17638295588841346,0.11360874373584492
27140,0.09453507753971013,0.8640027252988391,0.3812613647954794,0.28812363629411536,0.17294615110855938,0.2076543057585812,0.5440659514782358,0.18983571304389898,0.6898051698570966,0.6181159771580611,0.21754519990204124,0.9021136222837061
19894,0.6357428454997947,0.47058632987004306,0.8652769247404111,0.9261908017792355,0.19021261704189257,0.9176908629893578,0.9940320123572649,0.8429631788071151,0.6485446055160785,0.6921941475102231,0.33545496834099625,0.7359725900187502
34084,0.40979213198696335,0.693080846075267,0.48751974298483575,0.7647270158828491,0.44180593564415743,0.9807022020052489,0.2725968569333957,0.18178422744982278,0.9596629664695904,0.9086315588091106,0.29227370369390376,0.5839044745753411
