,sigma_C1,sigma_C2,sigma_F1,sigma_F2,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_F2,epsilon_H1
2277,0.08465905493707852,0.851995480442235,0.5697425124705116,0.8825675451509649,0.1093786758053349,0.8319218984350686,0.8230054104178293,0.8703445679150412,0.9419882114078705,0.5959771776324012
1661,0.8765108638507886,0.9480768675011872,0.4476348936843111,0.43745662286766107,0.006119493771886391,0.4477309415971292,0.017200428330163647,0.13564202624825114,0.9586270488171076,0.6915002764965074
1498,0.832519123298931,0.33862301999009303,0.7247238296378413,0.398050480907798,0.3678248600337484,0.624634052382244,0.8796017029934657,0.721095794916713,0.510129231180196,0.8238556597217538
2252,0.8180151627407493,0.9180247150216119,0.6176242419741292,0.3580065293123255,0.8696934974746904,0.8906013948589252,0.10643070907260668,0.028404841501525686,0.9157662548419792,0.7432982717058242
1543,0.9931374650732869,0.8570707460351893,0.12910064268297372,0.8995860384318589,0.9331107880924498,0.6341933682235993,0.984951716610291,0.8850664352835146,0.5368828059709712,0.022237866886607074
251,0.42542895850754925,0.8713537598408131,0.6868927622917851,0.2625512284674669,0.6398828001429236,0.8183168677660839,0.25795030297745575,0.8432879609919294,0.6333477453254286,0.0946413785072117
1812,0.707979964407455,0.40984381855082946,0.5283175472688008,0.7999313033387414,0.5340741909670292,0.8765845293551858,0.9501649503054811,0.6481068428139319,0.8448080066876328,0.5331482656826845
407,0.4454307277200671,0.9066201045539392,0.4333464815958947,0.4730504920126616,0.5879895932287691,0.6628447426386616,0.16095376605864814,0.31554549145308075,0.9148461574647843,0.9602952228072457
1518,0.9309129485432499,0.4681223875785666,0.7048570390984904,0.1385982788790082,0.6700286454526557,0.23735558073775642,0.5149122152471172,0.5536041873768536,0.7512751388677865,0.18106060284271575
1573,0.9673153429329413,0.3561549962285956,0.03706468881850875,0.7627829564625874,0.5530588493957015,0.1998694110069411,0.9373731992327491,0.9323160272504055,0.724609766327971,0.9512945487708332
478,0.20162415524568078,0.7913933898150084,0.012944277044414473,0.7078504080839501,0.7109668946938422,0.10947314196719865,0.6317670470239789,0.33569708752000227,0.834359506655838,0.8523883523619283
1366,0.7773673213849727,0.3858101591622018,0.5520889628126615,0.4930516674097932,0.2995142095819522,0.6816024635443854,0.013330262999763538,0.48996694873939284,0.9973939158925519,0.8710482378380917
747,0.6543614527670203,0.3593090592536665,0.9133219618191998,0.1723959757129513,0.417683259562524,0.9693791923142419,0.19109756386610155,0.862749689516546,0.9205862452019424,0.3500854454511392
1369,0.9025048952615935,0.5509452904054951,0.7082556267402031,0.43216674058130133,0.07874599253841123,0.985295545762921,0.419080060014503,0.9255022660941392,0.025471601583716245,0.9347935289089283
2439,0.42570622208372544,0.9319324310073991,0.9375719699592396,0.10307775332077382,0.4521891486883104,0.7875469258779432,0.9953599313379491,0.2984580192804722,0.173732774017833,0.7372867646490029
1008,0.9860523668940617,0.533396090000456,0.12327659912645061,0.5554056226804391,0.35400342569031995,0.9153689326745801,0.1266620125745029,0.33674858096162597,0.39900199041707796,0.6527842971739697
1319,0.6790556034699766,0.9240725639756783,0.5205517727082551,0.3468866335038247,0.9883991806351463,0.4221649744659824,0.9790331707171566,0.30393936533097415,0.07256481066098154,0.026357143998113248
573,0.029604013190681427,0.8905372791466968,0.4838956770523844,0.6113105916187765,0.5388222377084759,0.8469156816433409,0.9080799601090922,0.16613520053370162,0.9310313241314413,0.43189502964197585
309,0.10826158176408876,0.8497510426782867,0.14889578180102758,0.7287367830092859,0.2777660676208752,0.011842321568823574,0.579981699289072,0.42840388163633203,0.8903621468907253,0.02545090906755195
591,0.9367117604305596,0.4234623961786858,0.7181813725219518,0.029948434331594706,0.991112492605303,0.043784662321944556,0.843203194887568,0.9403387883054719,0.34834837981716366,0.4783730091577531
1465,0.9058153863309183,0.8025369276362114,0.016560190693448315,0.6770462362397819,0.7742894784201994,0.19280037637490186,0.8990343522602854,0.4073514439915213,0.21757686509599342,0.21259096731513408
7,0.5234189823275823,0.4839523576242788,0.9392460649477871,0.07670127042578027,0.6164822688334597,0.8349413517493502,0.5929061929801457,0.9888873575151903,0.43018577779739203,0.8941692690133698
1943,0.6143084539023516,0.8292776333867299,0.5724329355760192,0.22424759059528673,0.785143409484399,0.35098559317567224,0.13061278096948026,0.9529430835101163,0.582611467018337,0.8899809643910188
931,0.8983284045015935,0.13466464230902722,0.2048989174073975,0.8932879159310116,0.21507756300589315,0.8980391895257818,0.4922518684967603,0.6064506445319033,0.9357069580386541,0.5738713317146773
948,0.5018112267248018,0.9477662629891701,0.29590946824298525,0.6314633297237779,0.7873510140395633,0.04288630185087781,0.9177436749032578,0.22602465094484475,0.6790515517689755,0.5456309459021986
667,0.05795648914904657,0.9275994914944149,0.5227686126964398,0.578439313406161,0.020011559971907723,0.7849055380925473,0.8156802031963469,0.9188983351508545,0.1588336615622463,0.7974353921436287
2349,0.7868109083424194,0.6434378328526684,0.9203504129292743,0.10721757136455368,0.06412988629118364,0.8219574585781345,0.9195100946521723,0.3084819417083686,0.11394839280341272,0.00459145739078854
417,0.2735222709790368,0.9860633110699831,0.38415420614679924,0.5566987643297374,0.3329558745157827,0.10539537164693634,0.6423526570884647,0.7324837412341838,0.4019839021469411,0.0027463204886275243
2480,0.8952465477558063,0.36711383783636914,0.6565762734217545,0.25439023078108713,0.07683671883745401,0.35095953928390056,0.3083120007605971,0.4580958274652806,0.9282737196626235,0.4561119761447643
219,0.9312627062011796,0.9479114876613929,0.6491173730040539,0.19227626596075564,0.9081515758474848,0.6434909652439635,0.02344945389411845,0.5076454502817879,0.40837106873555024,0.178466687766825
1735,0.8047756546650296,0.3560961414561268,0.0028003132296569367,0.8847428285271852,0.10433886403645096,0.731983262418795,0.9481337222362606,0.4581830102988385,0.7304380188144205,0.46902569929856097
728,0.6622111393756669,0.8433304589522581,0.7440082768074883,0.09168572128726746,0.9135553531621491,0.04252267706632094,0.2464686867442807,0.9821654312442601,0.9885526450250763,0.24772060212356223
950,0.6512531009647929,0.9020905753153347,0.5591097943291935,0.4800298949207331,0.2462412825209058,0.5951814667911595,0.6505513957660617,0.32426098582430873,0.12660511005211061,0.8665892250014908
1481,0.19106806931686898,0.46784424995784574,0.04637682016278876,0.7181530161859255,0.31435056391421906,0.45291390483350874,0.5660752974000745,0.8414909159544229,0.9194280385102939,0.9585490386708568
27,0.4443536736857684,0.7190275542784803,0.9530352126308005,0.024193640199392144,0.016182197406960974,0.9610202998746998,0.4645339020325509,0.8942432302572146,0.2107801242389186,0.6187418410816217
237,0.9330960531807475,0.3920170181251506,0.06408547196412372,0.6167622199987556,0.8895221121730416,0.8072944717932176,0.12216084678981366,0.8352535168909788,0.4780094798054269,0.9542759548706503
2356,0.05318550267415572,0.9310502361643116,0.4957614508269621,0.4405458130112467,0.9517474656157721,0.14416479637392884,0.9111321469347324,0.5499770629772225,0.7465464895664042,0.9082277645809487
724,0.9095324966681002,0.7774252859673364,0.7605480799136972,0.17572673845263687,0.024094719405972673,0.21819264869757274,0.123408685882854,0.7342947137521253,0.665525626389494,0.9965319646576206
2190,0.6895322834324261,0.3249564884587038,0.05274181209459911,0.5672203133167651,0.06547157993018332,0.06426966998789557,0.17699920376194725,0.9905998787619372,0.953152660274429,0.5403432000790216
273,0.7920666822188422,0.2612472283567098,0.41309431741169694,0.5884374477904518,0.5868665837182809,0.9849212211290784,0.552954815311793,0.20554630931369683,0.8759987342632825,0.24119658282820844
746,0.7542413720444623,0.9970410175339489,0.09487451663203061,0.5377432613445267,0.9664478053137753,0.24361547528179106,0.6546106060820838,0.474227604773628,0.03153291972900606,0.7662589064228272
1539,0.42409138156169596,0.7145295551535915,0.9461938238404528,0.24217386822990739,0.38268447790824084,0.8673724302423598,0.9112864481916118,0.704854071822117,0.48713172314149256,0.333683931599977
2442,0.016321863790257546,0.9952414748115176,0.9779635993547231,0.20147322337552023,0.7249974459264833,0.023564574352058807,0.9967513573544942,0.9298154076174455,0.8331729784027988,0.9931746840578848
1505,0.6423537096671267,0.4143231861161672,0.9649175623773133,0.17249081907871167,0.05668564869625583,0.9412965187703308,0.7654511141940618,0.3285402698415069,0.927776666878229,0.3389748355515633
2504,0.7710226174958895,0.6292572580943927,0.8876672331745493,0.055339072064040006,0.7097314278602189,0.26856602030355436,0.47091598127682127,0.7186280388041513,0.7794657691932522,0.9781882943917498
613,0.7794589478810898,0.9950330526041207,0.599145014774894,0.3079205940498509,0.21405765601316584,0.2084397460763559,0.6965712970087471,0.01917403033451274,0.40915369729113926,0.6099684892376054
713,0.8070479820949774,0.37555160670139226,0.7533603536430363,0.09342824403044901,0.9963828987409755,0.647168733981893,0.2964661571334495,0.7933990576966442,0.40012788265661686,0.7657271001798075
1483,0.33620325882773505,0.6043779835655283,0.35553501449583563,0.8628116427963952,0.07381869278507754,0.8282314853657857,0.6279969251467141,0.9824889530460869,0.7972547489234779,0.18289512096291638
627,0.6327449997264517,0.8027825446184967,0.6087330869682747,0.2556224063426995,0.917536149442071,0.0986571067075654,0.6634663444131553,0.5158833345933703,0.6882013066999123,0.6024523684314105
2479,0.8647609778179516,0.7863680479837684,0.37987664865106363,0.8867854769616914,0.3616751429720089,0.9500116834783107,0.9147188292552278,0.83293593036069,0.7916771901806491,0.10249535999285829
1080,0.7679629559705267,0.9817594203173651,0.615365000968259,0.3412244317441641,0.5291859783535393,0.2412875001578227,0.40817697143071024,0.1900430598319529,0.9754952271944538,0.24633681387163764
1724,0.572410117148815,0.9338648205860778,0.8645646138142048,0.06684062753715657,0.026680901453632954,0.934620765509685,0.0022214083342968,0.9293942580853709,0.48640892103936534,0.14953544919012407
1035,0.8214088433452585,0.39277913629476446,0.6150259101310799,0.30335926610448394,0.5775527932675906,0.27655644168887283,0.05826482053616331,0.9814076842914213,0.8419215213643003,0.06659573505204672
2265,0.886193614036559,0.8285543868890303,0.018543141683674977,0.6342849989148661,0.1578581632444317,0.7557556998755359,0.18498748774419715,0.5989911774627459,0.14618058100812353,0.024230804646393243
741,0.3781553007593654,0.6617798938448416,0.8955313619675436,0.09166047069882367,0.3595449524109496,0.5734914528575483,0.7821893898083896,0.4161166499190877,0.9921267272300015,0.9398389245975374
2235,0.7207308429268333,0.8745100037088142,0.2709002713589119,0.5571448973256905,0.46460299801649846,0.16248327045723335,0.5554133866285302,0.254923644156759,0.5457605093179675,0.07741455231455562
1172,0.572065802394549,0.7081664448129538,0.8570643912552389,0.12637390538388757,0.6161772045917022,0.5107490582613777,0.9816466548357967,0.1549097350441263,0.9927892069528063,0.14404961459336874
328,0.8749524827603417,0.19633703814398,0.5691502596249843,0.4092122696338887,0.7584408453344375,0.8369936914237259,0.057022622420179685,0.5104269041917935,0.9159371698697426,0.20308614601709205
486,0.9753813704069156,0.3719434828234414,0.34502381682614625,0.6449713616082439,0.2102129589252223,0.9978917570693355,0.8584796693442042,0.4352601917329812,0.519921679284612,0.29484029087797203
2011,0.8679067763825735,0.9806767873180265,0.4493927603954654,0.39681954828544747,0.05590427850149339,0.06406096792726229,0.13301156256294533,0.7433856028081335,0.5508145764533067,0.30869532871128313
172,0.8108830352067762,0.21991357021497798,0.5070641522747878,0.49102724443004664,0.5827328826409082,0.41179028618483005,0.7519405263345394,0.7120297894773898,0.9004042195133004,0.047898309061832
803,0.42271053101111317,0.991080368314615,0.22950739868823547,0.7092377315484328,0.9520881453954777,0.9773593988819166,0.21745979268669707,0.13142799230239768,0.75693652206515,0.43414873055037284
2221,0.9999647971530478,0.6060569901632564,0.7916915343156171,0.18075561108147717,0.5059210770593395,0.590093543056548,0.9369532282222178,0.02671999784971184,0.5003029437052328,0.012319476585651362
1085,0.6841930650197265,0.45548649426514526,0.10762948695325521,0.6763996298066638,0.6957676204687315,0.7289370608384248,0.2787272978064483,0.13901959728130678,0.9467398622725427,0.815902818428978
1614,0.7211279526455776,0.4854855777048212,0.4939637820032332,0.47640339579877017,0.71178484586973,0.23837727341653228,0.9326065963858984,0.3326966828035118,0.9602943063192299,0.7475075124016736
1485,0.7732654065777542,0.3750314481265721,0.6397896592109221,0.5242186355695876,0.013653286243687493,0.9615197602942096,0.8900261724856727,0.1485623784984334,0.8007773258583497,0.618517410927937
408,0.27008304692720647,0.9818856822786928,0.13859243972380247,0.7456254104437973,0.709763737138408,0.6238496840594319,0.9106064526799842,0.6778503240168519,0.2387426565926009,0.07763177067956481
1521,0.5080239760239081,0.552491134062954,0.6838206372379794,0.2598787812833189,0.9814517738193663,0.8482929922561577,0.5988241445273053,0.4880820877182132,0.7869662206557548,0.9476892791033857
155,0.8669169096378394,0.3552979820433542,0.7385701443093708,0.5234300171815622,0.9381920713694077,0.9846992938153977,0.9720751525436853,0.9867485222189284,0.3804145366618653,0.025396668173232502
1793,0.9770077444198356,0.481448056102223,0.0708402455289397,0.4886168378482203,0.709374050279314,0.18662445054620166,0.4878403662634375,0.8362689489448374,0.5802333522335608,0.4310489361587304
1477,0.6801449540743352,0.2324154238702725,0.08280485015229211,0.7654022855432959,0.9692635172586365,0.8091223065084343,0.9456697052196134,0.3505936701832424,0.8878297383782902,0.6693585990181447
1918,0.8422030398299206,0.936487969688221,0.22494863913305135,0.6548361178963578,0.5013222262932104,0.1499983113483836,0.6687840142867523,0.879401283562513,0.1266649119964937,0.3198627904613719
1775,0.058826074923739986,0.884838103723086,0.629833413574426,0.28094513820637773,0.22469873248284764,0.025409141242190427,0.9836877793238337,0.7504268479095411,0.34671885045451745,0.9472974745654464
2449,0.49532012607628073,0.7805914095508397,0.4811310074701928,0.5176937598434992,0.7049014236171454,0.6593808325411663,0.8988871436805307,0.10276508512809854,0.5339318763657714,0.8168984829923915
1997,0.3236338893482801,0.9953529260685778,0.19726535570856987,0.8829050721704981,0.06028290426156429,0.8108654784076464,0.08307696137142546,0.43425034437295407,0.8041705771776907,0.5645621087924811
1255,0.635194163123755,0.8328863696675767,0.28916766882064165,0.7340780165476983,0.12635444388259168,0.9799581185239052,0.889002225748624,0.2724466405386699,0.05046230073161896,0.5170305825852134
368,0.4647158990991618,0.530066077484912,0.5927009457108361,0.4206391959494909,0.3714310522433829,0.7255145359228877,0.6369264062374738,0.5999587144419212,0.7901880224021298,0.06486499230842241
1649,0.438175745520592,0.5962984245794049,0.9976853731562111,0.13939730537689007,0.03113839504104558,0.40961089128728584,0.7477504550994117,0.9115247326689088,0.8032807812027585,0.18953548505654277
1471,0.2951822450210519,0.6399144557879118,0.021814278179403353,0.9098642300315447,0.45438096716628557,0.8268591322762588,0.23575261863230254,0.8210535743960566,0.8555735862986676,0.606050917514688
518,0.12688444106439212,0.7468177686455469,0.391612704219796,0.6856893271504102,0.18105768512975653,0.09476775865692796,0.7994234019095614,0.6891763619889569,0.9985343616959683,0.7260595770677174
896,0.004368400126409355,0.8462707934874354,0.846005973553991,0.45716265703536546,0.9601425751134264,0.7401759689205843,0.9721364285237881,0.9415514388687839,0.9672005929317289,0.4425793048842571
131,0.751087306205191,0.26533864169098775,0.9686160964548957,0.27369000024302037,0.09554425040743848,0.8645011517889841,0.6369524284862036,0.9154841586492634,0.6643272024680956,0.5178039861841204
1636,0.5510329162080573,0.8229619351782361,0.462570919856458,0.4821405876033224,0.006966680447677662,0.5094982014641719,0.7540027399275958,0.7151004756116842,0.006146031221009412,0.029530263864129054
475,0.9699662922258883,0.40776259667948656,0.09112232545908837,0.5395445377160393,0.7379129591485215,0.535995767105278,0.5761032933076701,0.0014360097149233642,0.7605182865827254,0.35578297926294283
2019,0.5691020691967946,0.7016996610664005,0.1629325686296947,0.8916676134695335,0.16814296864456382,0.735052040147149,0.9790741617873225,0.9051782363704601,0.38814139159978306,0.019812655583793914
1878,0.7087058883767057,0.8433381748933507,0.4138780539066428,0.6920546669561445,0.9955576767679133,0.882325237270384,0.9244058982658118,0.9897780583311038,0.26917561189987266,0.5150220125268936
2410,0.8218217650734407,0.5783417420203762,0.3188073028353828,0.43887884670543303,0.7568154997766445,0.01800022942147565,0.79789852624631,0.854954106785023,0.38472365346700765,0.9214463307213402
2352,0.800304055109131,0.061072716613338816,0.44311746828667115,0.8178883481630808,0.9450855012017131,0.9625031207462872,0.5939899980034218,0.8492132609559188,0.984045382117656,0.6903327125668389
2097,0.901992690193213,0.484729365634792,0.7547777386750669,0.1747310179636144,0.7413112079552754,0.6921369657137514,0.15712685893180123,0.3578263101249268,0.8295346715568844,0.6807343874271082
323,0.4407893944139931,0.35632115818337373,0.550131710026242,0.6770327307552949,0.806343584691797,0.9941138326446645,0.6975741985743754,0.9999782245432787,0.9134092626088186,0.2291975852417325
1304,0.3457670799103792,0.978776368361537,0.025158379758732672,0.9048702850806432,0.3589244832065618,0.7901737865529064,0.6415586884267146,0.48073134325535943,0.2716534697554378,0.8833731584351205
569,0.3532908385543532,0.6194226199087858,0.986827266276938,0.030225170653526645,0.9764572146216194,0.6467098601022306,0.9706702118494268,0.8055185893956426,0.6534055465088436,0.5731078058314379
2423,0.930185352862293,0.5754765514500069,0.5137781097747873,0.5081955177987297,0.4717694038868058,0.6631966489525415,0.9744946885148525,0.6489032205203675,0.05640156753934329,0.3698476521206025
1936,0.10299045017443322,0.9305189718763643,0.12027775762620112,0.8095236857648983,0.016586756093397326,0.5845762841355654,0.42982702874572,0.21123619840844668,0.6709334340440117,0.8333724988102548
1251,0.8903058638170457,0.1959767126173309,0.40608557683026153,0.4836032570570653,0.9154042867269919,0.9249920711778757,0.33436891740429586,0.8345921731588568,0.3712936483494967,0.4012785974805931
390,0.3651038963671518,0.912186037098845,0.4427153038761382,0.5449191000664241,0.3642695972729708,0.2296909671407626,0.37111767996465,0.7223169514454805,0.6546030042704654,0.7702328218427996
1836,0.4855552836583861,0.8992360336371794,0.5341024032387555,0.6453406809544221,0.7024218661781806,0.942100304410605,0.9901452146042369,0.4449179769670186,0.4378294850163193,0.19676228913178934
1001,0.5701138918043757,0.3287924728172793,0.851689867842527,0.7333239660260702,0.0590655266893236,0.9779032453461449,0.9405576221484122,0.9145342483977099,0.9319074289088152,0.3550278237550849
1583,0.9273898624956283,0.014943953119937422,0.04558379015713027,0.8583706390005548,0.5215389344579469,0.9037297104303563,0.6348645222440821,0.8833670078010426,0.745367222048824,0.09032894539618103
2408,0.7952688688633444,0.6942817916392764,0.7616389641845154,0.27325208502659726,0.5088184640406792,0.5613624829457634,0.6012358979492504,0.20463603607470512,0.6666041117808712,0.5368805724239342
813,0.08803226160964664,0.9839750464064881,0.0046285096573784115,0.9383600754521648,0.4576538611570229,0.24734515736944365,0.16689601234916676,0.8202366621420047,0.8579654164655419,0.9943846222637199
243,0.7296678462791402,0.4736791746820205,0.026654436085802844,0.690257221547409,0.7594181182548251,0.7921420915331819,0.6002255417018603,0.5163142709012128,0.46959296220914604,0.45053294935480076
