,sigma_C1,sigma_H1,sigma_O1,sigma_S1,epsilon_C1,epsilon_H1,epsilon_O1,epsilon_S1,temperature
46,0.5367963682069475,0.34740590710588104,0.5499243391163119,0.380546418662273,0.9796657295230473,0.5043545947455107,0.5365346413078078,0.5709392800952706,0.5000003051757801
47,0.04203385803407165,0.5738890155738637,0.7490222541033158,0.2556065455762617,0.2790107894613015,0.8877285462399677,0.806248565588804,0.6364634230698771,0.2500003051757801
48,0.4521860406466856,0.41720945653575203,0.14033943054145584,0.019801972109556726,0.7027359017847179,0.7668446354391999,0.34224626524365864,0.004629194510912952,0.7500003051757801
49,0.9997164593235235,0.37633586929973634,0.3459128503215091,0.6577740321337585,0.7296877304356955,0.5465854337227722,0.023769181701844163,0.5167832133553889,3.051757801131316e-07
50,0.7116713324203077,0.2360206474419067,0.3518243909462947,0.5356484150206944,0.448368806317819,0.7114597617464717,0.06867943484190407,0.14745671382361708,0.7500003051757801
51,0.034592342698487044,0.8812363393181649,0.7771047271278535,0.5985015306355476,0.399612267138245,0.32118409524299263,0.3043446050585433,0.2793339667882516,1.0000003051757802
52,0.6383840556856023,0.2218184921502701,0.9540671474931494,0.899467899249569,0.1765143338090368,0.14121777333999253,0.08351817698531547,0.6968197941157401,1.0000003051757802
53,0.03536799343880445,0.6484907643345966,0.128023954676134,0.03988881557736121,0.021516365108337,0.3527821488382561,0.5810113406519669,0.7488317250936389,3.051757801131316e-07
54,0.14501386225966403,0.5542166546818308,0.46093572290623624,0.582944535065477,0.001083462394697893,0.5955411041310251,0.8950400090600938,0.2336697907751803,0.7500003051757801
55,0.4565926165463165,0.5013215847034319,0.6634917774862389,0.11916179638550643,0.8212173751042211,0.39417081352115674,0.45540272074240007,0.48701678581321933,3.051757801131316e-07
56,0.8857351538205032,0.7965058882487288,0.30842172937207163,0.06304447253129244,0.3227965925301944,0.828532962932825,0.7778927873119815,0.4411440659640328,3.051757801131316e-07
57,0.6796214828668914,0.7236171258962815,0.7426048698819379,0.3966188764053687,0.2267703579185391,0.6963750721592109,0.4894736894827188,0.9940962355431182,0.5000003051757801
58,0.4878055528056834,0.743663413628371,0.6722883990574351,0.7788921827533337,0.125708196439159,0.7458798015228841,0.10339074558503077,0.5698775013037337,0.2500003051757801
59,0.6856636330621382,0.515535261209046,0.3441924383652649,0.8298664882495684,0.011745962782888798,0.7089266186362814,0.23218145137866456,0.5452759773509656,3.051757801131316e-07
60,0.3098377790554301,0.0358452639369596,0.8354245262666603,0.07505095374312029,0.14694037491179118,0.1616700721057561,0.4916079723325194,0.7821492578259351,0.5000003051757801
61,0.239416217574492,0.6391159622043154,0.6071252353308547,0.6227686348185517,0.8412480390433609,0.5190472137592095,0.8754278611922002,0.1289140257684615,0.7500003051757801
62,0.39526050710262095,0.7605546355314077,0.9281143062714772,0.6536654942897904,0.4555780069782429,0.5075308333054293,0.4265722942644092,0.35463354288585175,3.051757801131316e-07
63,0.7332174503532867,0.8520658387564974,0.23859560567683835,0.6698304447573824,0.8783444491922165,0.9812240964793516,0.1537208091994139,0.7179772578328678,1.0000003051757802
64,0.8238172471179699,0.45267468272951233,0.4555957148656538,0.5011952023917112,0.005855097652191196,0.23119465113735338,0.7564613961197508,0.6507515332867677,0.5000003051757801
65,0.8147786312285997,0.9233379029301768,0.6240375269347578,0.10765233646555337,0.48039204786357204,0.1196491337917485,0.8191436044350423,0.327564853592593,0.5000003051757801
66,0.46419301059716606,0.7389331785562427,0.39456804614756913,0.7626401931890977,0.777037810364794,0.2134083922590331,0.8244567516963381,0.6909452196119702,1.0000003051757802
67,0.8181367269331157,0.21498658346702948,0.8658352238388877,0.4636195746338888,0.3646035945634071,0.6584220442823201,0.028384150067054303,0.03138007182093473,0.2500003051757801
68,0.5295806451412681,0.18644055399677228,0.08353429069389394,0.33549915493020294,0.4955318428674996,0.9053180667281989,0.5937193574683657,0.629996716208221,0.7500003051757801
69,0.017825932938116962,0.9755803876763893,0.40812312991490285,0.3164455922340172,0.2695159614558177,0.5913633761163073,0.2611176323796738,0.050871166091489194,0.5000003051757801
70,0.7070833655029278,0.5328885293853819,0.5628538545243038,0.39397193672171277,0.35167705610398875,0.7935524489051109,0.9980042656071296,0.34768292979809656,1.0000003051757802
71,0.3743153404873333,0.508392860297992,0.011158724233049646,0.24255960932073872,0.06538407908779649,0.2967180811703653,0.44189546609693925,0.9711615443697637,3.051757801131316e-07
72,0.2440727275542819,0.13316029830657589,0.9334764994172688,0.29198893992360186,0.7908881900934782,0.9453173168682907,0.49835570958451986,0.16715155027726128,0.2500003051757801
73,0.9604231760911582,0.2559953508449808,0.4141949555077128,0.23261332135456242,0.467540359997898,0.31005258612591285,0.7095655107894349,0.31744616177052976,1.0000003051757802
74,0.4565926165463165,0.5013215847034319,0.6634917774862389,0.11916179638550643,0.8212173751042211,0.39417081352115674,0.45540272074240007,0.48701678581321933,0.5000003051757801
75,0.06997146663021758,0.6888499324812127,0.335517653635367,0.8557256194028442,0.5218548434657675,0.9622052505305244,0.7038869123457443,0.025624512603853622,3.051757801131316e-07
76,0.19403280759988972,0.6331899874174868,0.6509099657998018,0.3722504563020919,0.09744004699006681,0.5761990705156883,0.7517247038101167,0.16355072093921358,0.2500003051757801
77,0.8374455646381095,0.44942928319361886,0.7371822460022386,0.4961677597809915,0.5963437083904437,0.37871509582522755,0.27004066888963557,0.39140032926514134,0.7500003051757801
78,0.33355359315778477,0.6505259247085765,0.9145862042147495,0.15940503472432463,0.806249939095743,0.6177541084871782,0.9042626833016898,0.14243282977170266,0.2500003051757801
79,0.6383840556856023,0.2218184921502701,0.9540671474931494,0.899467899249569,0.1765143338090368,0.14121777333999253,0.08351817698531547,0.6968197941157401,0.7500003051757801
80,0.25648797060978074,0.7043522337667842,0.37592482065396077,0.7494120499439119,0.9074197943660961,0.5298239118671639,0.26724960727201336,0.38576689193007646,3.051757801131316e-07
81,0.740381449167452,0.6273188629542106,4.684606842483841e-05,0.6713955592096018,0.3042685271631289,0.4072321634030592,0.3192031473795487,0.17480398710505637,0.5000003051757801
82,0.7598457008000605,0.8903653977529341,0.24282395685210653,0.4039755776967989,0.31145774099325413,0.24995277329360802,0.41877491376177084,0.7751962518047225,0.2500003051757801
83,0.7598457008000605,0.8903653977529341,0.24282395685210653,0.4039755776967989,0.31145774099325413,0.24995277329360802,0.41877491376177084,0.7751962518047225,0.5000003051757801
84,0.9520643663494959,0.6652433398632479,0.8483095307339465,0.12295952251944257,0.7569324304451166,0.9255680468947542,0.25646928025622995,0.12264557280606334,0.2500003051757801
85,0.9900980262455971,0.31742238665446865,0.032394169354868774,0.9355172973814199,0.3562861629089248,0.5870967356807361,0.9378667524808191,0.6556090607029085,0.5000003051757801
86,0.46419301059716606,0.7389331785562427,0.39456804614756913,0.7626401931890977,0.777037810364794,0.2134083922590331,0.8244567516963381,0.6909452196119702,0.7500003051757801
87,0.8406983315690196,0.10210230321240818,0.23221087086888306,0.8316763055722323,0.8466116418401286,0.5370820087447645,0.7378968534474504,0.384082581559066,0.7500003051757801
88,0.5722752706918098,0.8963315643360336,0.26798491201908736,0.36364976879394123,0.2731385979466494,0.0822915074058144,0.7415666981339355,0.8772041238912214,0.7500003051757801
89,0.5295806451412681,0.18644055399677228,0.08353429069389394,0.33549915493020294,0.4955318428674996,0.9053180667281989,0.5937193574683657,0.629996716208221,0.5000003051757801
90,0.6545644178966291,0.9126884662219161,0.36059916801236924,0.5920092947131191,0.9547335546783364,0.4877996147608042,0.6230769395811657,0.6420878752839052,1.0000003051757802
91,0.18720107237435615,0.2723912998172131,0.05026060026390237,0.5885797995540872,0.4200028453728003,0.9404401009555547,0.1231804799541757,0.6683638009268035,1.0000003051757802
92,0.5165987585364464,0.43507976976386625,0.9689108732652401,0.022460522856401075,0.17453740658878727,0.5830360438139044,0.10524824217423426,0.7995703984939139,0.5000003051757801
93,0.9568745226669766,0.8655139309951523,0.18612157154877396,0.8438739640500472,0.2884991685754439,0.8906322327730188,0.8449736734771721,0.40589385790808624,0.2500003051757801
94,0.4133528294356408,0.5803167842167384,0.05922434864031074,0.3674276683115237,0.5045422296339188,0.4751728614545771,0.3621231196909418,0.0609816670109997,1.0000003051757802
95,0.6702810641576245,0.43331072994521347,0.12405206997448433,0.7594910417592148,0.5417392963371999,0.04269425481639962,0.47994162032092574,0.2864240933313821,0.2500003051757801
96,0.559829617160537,0.4729784050971022,0.28211020818572063,0.5437329073646848,0.7682589254904731,0.6819522521809458,0.5520505107779146,0.49922904631266873,1.0000003051757802
97,0.5914223794614714,0.9690150954598925,0.09867094828945837,0.9433760856023392,0.9170434267427184,0.9018606954167948,0.14534278727112557,0.5949364080420746,0.7500003051757801
98,0.25648797060978074,0.7043522337667842,0.37592482065396077,0.7494120499439119,0.9074197943660961,0.5298239118671639,0.26724960727201336,0.38576689193007646,0.7500003051757801
99,0.15161764400000693,0.6914145704785944,0.6568518890857991,0.7501421964576923,0.7433365927039434,0.013008622201603082,0.11898544123893244,0.7047464797236388,1.0000003051757802
100,0.3380816934483268,0.7676835681396553,0.44521839249115197,0.7402915395020645,0.4701647971206777,0.276351222838025,0.5616138642175984,0.24364804423893707,3.051757801131316e-07
101,0.01396091166438296,0.21746761991905933,0.2025130747789024,0.9754252204863059,0.2947973557005261,0.7584232459278283,0.9720001265076711,0.7696680089074834,0.7500003051757801
102,0.9128812378927,0.8129254573713928,0.7511033732212556,0.30412158827118274,0.9268018629369006,0.6864058026047758,0.21741829989944314,0.9956340079610401,0.2500003051757801
103,0.15542818453235768,0.4780057537716707,0.773691410800869,0.7222203326132905,0.6033995580620689,0.415364604336063,0.4695760061556893,0.6239664606167064,0.2500003051757801
104,0.42526020316533564,0.2698498238354206,0.6350273319693577,0.6319753195224139,0.5496307326312914,0.7375148459059288,0.9947526403012394,0.43725553092067554,0.7500003051757801
105,0.8238172471179699,0.45267468272951233,0.4555957148656538,0.5011952023917112,0.005855097652191196,0.23119465113735338,0.7564613961197508,0.6507515332867677,1.0000003051757802
106,0.2679498904844209,0.4822660942941531,0.31140674149534325,0.0853127381656764,0.37131818362577196,0.9232631581452827,0.849623301946724,0.9864629744665014,0.5000003051757801
107,0.5367963682069475,0.34740590710588104,0.5499243391163119,0.380546418662273,0.9796657295230473,0.5043545947455107,0.5365346413078078,0.5709392800952706,0.7500003051757801
108,0.239416217574492,0.6391159622043154,0.6071252353308547,0.6227686348185517,0.8412480390433609,0.5190472137592095,0.8754278611922002,0.1289140257684615,0.2500003051757801
109,0.9434625683510299,0.10847311899630027,0.9750579564851923,0.42832418452553966,0.8638556569262927,0.1453011644108768,0.9593070883578708,0.41517099373389627,1.0000003051757802
110,0.47683392729414786,0.7744977857787104,0.6692211846212597,0.41548596008480976,0.4433227378823464,0.21833501537735187,0.9645673026479995,0.3710203473902642,1.0000003051757802
111,0.787968438650543,0.24291202215382002,0.9559157729120104,0.014195425229063948,0.7853809488743896,0.47053254571369385,0.4466583901858113,0.40475276339644184,3.051757801131316e-07
112,0.9520643663494959,0.6652433398632479,0.8483095307339465,0.12295952251944257,0.7569324304451166,0.9255680468947542,0.25646928025622995,0.12264557280606334,3.051757801131316e-07
113,0.055667211515568756,0.5684351741869154,0.8625273652135628,0.3240098945912025,0.8728987868863688,0.6458597554135161,0.05086210376063153,0.19263163993465804,1.0000003051757802
114,0.8685151543817242,0.9922534235826707,0.7262814303828299,0.42071580320234464,0.8397049991628185,0.38703822611137695,0.9150816708404593,0.187701012851864,0.7500003051757801
115,0.1797866919752607,0.5595407250093467,0.9425008154747693,0.32974869524317457,0.5324783920180434,0.9863183065921654,0.6167129542563806,0.8269167617279691,3.051757801131316e-07
116,0.7116713324203077,0.2360206474419067,0.3518243909462947,0.5356484150206944,0.448368806317819,0.7114597617464717,0.06867943484190407,0.14745671382361708,0.2500003051757801
117,0.44792569774145324,0.7933915123046463,0.7081872341451958,0.05091556415586133,0.6298932003004406,0.059483022697741715,0.0059609849382790455,0.932330174523857,1.0000003051757802
118,0.12281059479344257,0.23198763785499585,0.555322045539745,0.8142704924048368,0.8664381866233677,0.2026226774756521,0.11434145351190599,0.6451367097635011,3.051757801131316e-07
119,0.7909271697587238,0.40257346954417333,0.830182385510961,0.04858750276089633,0.9243630405118876,0.530848000519581,0.383513504929163,0.530763018704788,1.0000003051757802
120,0.18114079806364622,0.3286931859988642,0.48651400810736756,0.6431025901582934,0.8933896082239365,0.8125585813559826,0.5123473442085946,0.036527583781108784,3.051757801131316e-07
121,0.3105115491353751,0.08682037374797447,0.4245339861431551,0.1484097457736809,0.9598603372492115,0.37390404497757745,0.509872829382085,0.4543691816051613,0.2500003051757801
122,0.0016181137977168416,0.9972643359981986,0.9219104357905776,0.9544980965379803,0.9886984696658497,0.06708179242067089,0.7202388403078853,0.09091434028960813,0.7500003051757801
123,0.19403280759988972,0.6331899874174868,0.6509099657998018,0.3722504563020919,0.09744004699006681,0.5761990705156883,0.7517247038101167,0.16355072093921358,1.0000003051757802
124,0.43986773884841057,0.6751854334080989,0.7964319980196176,0.093976306757856,0.06134596393221789,0.7336065831821311,0.3876535730356559,0.7407005591969321,0.5000003051757801
125,0.6800352557062571,0.5242600592561897,0.6764366216196925,0.18587338299849976,0.9003971402750182,0.29438309292861214,0.16454095043424197,0.8550606420907673,0.7500003051757801
126,0.7956547512141628,0.8006106316586098,0.03689045842030961,0.3473934663385438,0.7489978740683221,0.5524026581469812,0.6985469005234152,0.1843705964559228,1.0000003051757802
127,0.7479417692504655,0.5603862021191577,0.06965642323939064,0.4078500156904942,0.3324024259006107,0.6252453090220907,0.5787450037666763,0.010969804263689379,0.2500003051757801
128,0.6257425945476562,0.9512223695207488,0.4283165770081203,0.8946125101513133,0.5643388848758556,0.7040786388533261,0.8284804098549404,0.46276242137889695,3.051757801131316e-07
129,0.693670675611526,0.9573653139997498,0.10858523566068827,0.5074191940624453,0.5118573320462542,0.9573189596022936,0.00302197946352532,0.7610459310061474,0.5000003051757801
130,0.5508849675872881,0.7113595281380357,0.9862656670701951,0.6965128313663168,0.5858498840085289,0.9785107828065301,0.1566377465593838,0.8474135044830723,0.2500003051757801
131,0.24659254768831104,0.7889943785400543,0.7596942029198369,0.041045259439934506,0.050955268533329205,0.3466716756993759,0.2783928419204475,0.6867091349721713,0.7500003051757801
132,0.6566289950478237,0.15814633602586875,0.2096789399991696,0.19240611882969844,0.21621270046808902,0.0390458089825516,0.05866881386693512,0.41231939978810317,1.0000003051757802
133,0.0016181137977168416,0.9972643359981986,0.9219104357905776,0.9544980965379803,0.9886984696658497,0.06708179242067089,0.7202388403078853,0.09091434028960813,0.5000003051757801
134,0.9997164593235235,0.37633586929973634,0.3459128503215091,0.6577740321337585,0.7296877304356955,0.5465854337227722,0.023769181701844163,0.5167832133553889,0.5000003051757801
135,0.8606359539571761,0.28827894666501985,0.08704854508855138,0.21158157813330208,0.6782229311148825,0.022404507567520025,0.5961737630836073,0.6054541034300472,3.051757801131316e-07
136,0.7756859538254062,0.051014365435769204,0.7893543102926286,0.8861657042163092,0.7305868964004903,0.36901358715084137,0.8721317941025073,0.29680625016988943,0.2500003051757801
137,0.8576860878184294,0.19382739316939995,0.6309972445723013,0.9109137698349083,0.9802735980482684,0.8558011881601912,0.331762780828748,0.17906474034238942,0.5000003051757801
138,0.35859038790676134,0.6409910168666574,0.016485790172054565,0.7167815926510365,0.5152471859254648,0.7528325433095238,0.5579245578320394,0.44653939435607504,0.7500003051757801
139,0.7689354590251234,0.015422678014380317,0.5307991559142082,0.43443797129253714,0.04698110487341561,0.4926040175255519,0.5320265756475585,0.5417036249669548,1.0000003051757802
140,0.07273424839254139,0.7551572067596115,0.8034005466883813,0.5597913897067732,0.37803899582970385,0.02923313219215179,0.09959054071901143,0.597160698216094,0.7500003051757801
141,0.11542182282449633,0.29476673881023063,0.8248485558303419,0.4948989221332191,0.08873615661023773,0.22875715113395506,0.20906248332821997,0.982164720908073,0.5000003051757801
142,0.9366529632981634,0.2601887333043133,0.04009611948225897,0.025553793912827392,0.8159669457287009,0.8541102334440127,0.7601492202314921,0.5889863839868542,0.7500003051757801
143,0.5367963682069475,0.34740590710588104,0.5499243391163119,0.380546418662273,0.9796657295230473,0.5043545947455107,0.5365346413078078,0.5709392800952706,3.051757801131316e-07
144,0.11197353862755584,0.8300468292377815,0.79024966072119,0.1347882508547156,0.5823940796558739,0.31699347661821875,0.406488024692192,0.7383204534250709,0.2500003051757801
145,0.505022498582828,0.986036690403931,0.21688910385279414,0.18005519926159053,0.3689234565088219,0.4341989398307108,0.5869373019786349,0.4947802899601932,1.0000003051757802
146,0.511701769346533,0.671634536876309,0.5126783793312211,0.22405697125433321,0.1679855044940439,0.26627478545802047,0.454054071950058,0.26954979493913883,0.5000003051757801
147,0.9159111728560952,0.4249298950896894,0.33150757871052194,0.6190283019212186,0.9976445426008315,0.9901243339729398,0.6923048207124242,0.8347152558944052,0.2500003051757801
148,0.559829617160537,0.4729784050971022,0.28211020818572063,0.5437329073646848,0.7682589254904731,0.6819522521809458,0.5520505107779146,0.49922904631266873,3.051757801131316e-07
149,0.5508849675872881,0.7113595281380357,0.9862656670701951,0.6965128313663168,0.5858498840085289,0.9785107828065301,0.1566377465593838,0.8474135044830723,0.5000003051757801
150,0.35023788544326184,0.4569606938563575,0.06332136980401429,0.26743561380032743,0.39490668562559395,0.7863793684758765,0.07153039461902735,0.05789474429376536,1.0000003051757802
151,0.9707299546432906,0.8297464517701697,0.25830669958309893,0.008409984010688404,0.3294364150413856,0.13686694090335932,0.6360127091231684,0.018431392639988733,3.051757801131316e-07
152,0.005561661225348264,0.1435066410226362,0.02671562194476632,0.30570922237443415,0.3460081904626082,0.1506874948558108,0.0925543277317125,0.5607885356517994,0.7500003051757801
153,0.5809589541058051,0.12344536768009248,0.9710930175894432,0.684936392754025,0.09064364922991623,0.8491884483809737,0.1777212470217114,0.19669122200854558,0.2500003051757801
154,0.055667211515568756,0.5684351741869154,0.8625273652135628,0.3240098945912025,0.8728987868863688,0.6458597554135161,0.05086210376063153,0.19263163993465804,0.2500003051757801
155,0.575865905305653,0.1680951870293355,0.5157763544966275,0.5260737979865064,0.3827635558811454,0.051435545301350825,0.6648280514987457,0.23805100798059073,0.2500003051757801
156,0.7070833655029278,0.5328885293853819,0.5628538545243038,0.39397193672171277,0.35167705610398875,0.7935524489051109,0.9980042656071296,0.34768292979809656,3.051757801131316e-07
157,0.6545644178966291,0.9126884662219161,0.36059916801236924,0.5920092947131191,0.9547335546783364,0.4877996147608042,0.6230769395811657,0.6420878752839052,0.2500003051757801
158,0.08047787762863981,0.49376822149736066,0.41640666986765207,0.9884531563818332,0.3055278684342982,0.5630296025349931,0.2124741913148181,0.06561392365220223,1.0000003051757802
159,0.227836433751078,0.3435590812327764,0.5058914484636827,0.7112678912079831,0.0443300153303639,0.5135379640514438,0.39590247559233455,0.5200378419423853,0.7500003051757801
160,0.15542818453235768,0.4780057537716707,0.773691410800869,0.7222203326132905,0.6033995580620689,0.415364604336063,0.4695760061556893,0.6239664606167064,1.0000003051757802
161,0.20652115525771345,0.7093557066211811,0.3004712229068861,0.2894845291972388,0.9695367038265008,0.35834224502227796,0.920310204198995,0.7098348775926044,3.051757801131316e-07
162,0.12737982652618593,0.8762724935850291,0.14781156980726226,0.14429431624280217,0.14323194064097466,0.39508953440865896,0.35624638926731145,0.949418278142326,3.051757801131316e-07
163,0.6856636330621382,0.515535261209046,0.3441924383652649,0.8298664882495684,0.011745962782888798,0.7089266186362814,0.23218145137866456,0.5452759773509656,0.7500003051757801
164,0.8857351538205032,0.7965058882487288,0.30842172937207163,0.06304447253129244,0.3227965925301944,0.828532962932825,0.7778927873119815,0.4411440659640328,0.5000003051757801
165,0.47004787237918944,0.9721041818548609,0.9947275351340306,0.3574437227581441,0.962479477485043,0.8678230607909332,0.33524359800745485,0.15025613984633074,0.7500003051757801
166,0.2440727275542819,0.13316029830657589,0.9334764994172688,0.29198893992360186,0.7908881900934782,0.9453173168682907,0.49835570958451986,0.16715155027726128,1.0000003051757802
